"descriptor","code"
"<org.apache.cordova.engine.SystemWebViewEngine: void loadUrl(java.lang.String,boolean)>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void loadUrl(String str, boolean z) {
    this.webView.loadUrl(str);
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void init(org.apache.cordova.CordovaWebView,org.apache.cordova.CordovaInterface,org.apache.cordova.CordovaWebViewEngine$Client,org.apache.cordova.CordovaResourceApi,org.apache.cordova.PluginManager,org.apache.cordova.NativeToJsMessageQueue)>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void init(CordovaWebView cordovaWebView, CordovaInterface cordovaInterface, CordovaWebViewEngine.Client client, CordovaResourceApi cordovaResourceApi, PluginManager pluginManager, NativeToJsMessageQueue nativeToJsMessageQueue) {
    if (this.cordova != null) {
        throw new IllegalStateException();
    }
    if (this.preferences == null) {
        this.preferences = cordovaWebView.getPreferences();
    }
    this.parentWebView = cordovaWebView;
    this.cordova = cordovaInterface;
    this.client = client;
    this.resourceApi = cordovaResourceApi;
    this.pluginManager = pluginManager;
    this.nativeToJsMessageQueue = nativeToJsMessageQueue;
    this.webView.init(this, cordovaInterface);
    initWebViewSettings();
    nativeToJsMessageQueue.addBridgeMode(new NativeToJsMessageQueue.OnlineEventsBridgeMode(new // from class: org.apache.cordova.engine.SystemWebViewEngine.1
    NativeToJsMessageQueue.OnlineEventsBridgeMode.OnlineEventsBridgeModeDelegate() {

        // org.apache.cordova.NativeToJsMessageQueue.OnlineEventsBridgeMode.OnlineEventsBridgeModeDelegate
        @Override
        public void setNetworkAvailable(boolean z) {
            if (SystemWebViewEngine.this.webView != null) {
                SystemWebViewEngine.this.webView.setNetworkAvailable(z);
            }
        }

        // org.apache.cordova.NativeToJsMessageQueue.OnlineEventsBridgeMode.OnlineEventsBridgeModeDelegate
        @Override
        public void runOnUiThread(Runnable runnable) {
            SystemWebViewEngine.this.cordova.getActivity().runOnUiThread(runnable);
        }
    }));
    nativeToJsMessageQueue.addBridgeMode(new NativeToJsMessageQueue.EvalBridgeMode(this, cordovaInterface));
    this.bridge = new CordovaBridge(pluginManager, nativeToJsMessageQueue);
    exposeJsInterface(this.webView, this.bridge);
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void evaluateJavascript(java.lang.String,android.webkit.ValueCallback)>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void evaluateJavascript(String str, ValueCallback<String> valueCallback) {
    this.webView.evaluateJavascript(str, valueCallback);
}"
"<org.apache.cordova.engine.SystemWebViewEngine: boolean canGoBack()>","// org.apache.cordova.CordovaWebViewEngine
@Override
public boolean canGoBack() {
    return this.webView.canGoBack();
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void destroy()>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void destroy() {
    this.webView.chromeClient.destroyLastDialog();
    this.webView.destroy();
    if (this.receiver != null) {
        try {
            this.webView.getContext().unregisterReceiver(this.receiver);
        } catch (Exception e) {
            LOG.e(TAG, ""Error unregistering configuration receiver: "" + e.getMessage(), e);
        }
    }
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void initWebViewSettings()>","@SuppressLint({ ""NewApi"", ""SetJavaScriptEnabled"" })
private void initWebViewSettings() {
    this.webView.setInitialScale(0);
    this.webView.setVerticalScrollBarEnabled(false);
    final WebSettings settings = this.webView.getSettings();
    settings.setJavaScriptEnabled(true);
    settings.setJavaScriptCanOpenWindowsAutomatically(true);
    settings.setLayoutAlgorithm(WebSettings.LayoutAlgorithm.NORMAL);
    LOG.d(TAG, ""CordovaWebView is running on device made by: "" + Build.MANUFACTURER);
    settings.setSaveFormData(false);
    settings.setSavePassword(false);
    settings.setAllowUniversalAccessFromFileURLs(true);
    settings.setMediaPlaybackRequiresUserGesture(false);
    String path = this.webView.getContext().getApplicationContext().getDir(""database"", 0).getPath();
    settings.setDatabaseEnabled(true);
    settings.setDatabasePath(path);
    if ((this.webView.getContext().getApplicationContext().getApplicationInfo().flags & 2) != 0) {
        enableRemoteDebugging();
    }
    settings.setGeolocationDatabasePath(path);
    settings.setDomStorageEnabled(true);
    settings.setGeolocationEnabled(true);
    settings.setAppCacheMaxSize(5242880L);
    settings.setAppCachePath(path);
    settings.setAppCacheEnabled(true);
    String userAgentString = settings.getUserAgentString();
    String string = this.preferences.getString(""OverrideUserAgent"", null);
    if (string != null) {
        settings.setUserAgentString(string);
    } else {
        String string2 = this.preferences.getString(""AppendUserAgent"", null);
        if (string2 != null) {
            settings.setUserAgentString(userAgentString + "" "" + string2);
        }
    }
    IntentFilter intentFilter = new IntentFilter();
    intentFilter.addAction(""android.intent.action.CONFIGURATION_CHANGED"");
    if (this.receiver == null) {
        this.receiver = new // from class: org.apache.cordova.engine.SystemWebViewEngine.2
        BroadcastReceiver() {

            // android.content.BroadcastReceiver
            @Override
            public void onReceive(Context context, Intent intent) {
                settings.getUserAgentString();
            }
        };
        this.webView.getContext().registerReceiver(this.receiver, intentFilter);
    }
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void clearCache()>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void clearCache() {
    this.webView.clearCache(true);
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void clearHistory()>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void clearHistory() {
    this.webView.clearHistory();
}"
"<org.apache.cordova.engine.SystemWebViewEngine: boolean goBack()>","// org.apache.cordova.CordovaWebViewEngine
@Override
public boolean goBack() {
    if (!this.webView.canGoBack()) {
        return false;
    }
    this.webView.goBack();
    return true;
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void exposeJsInterface(android.webkit.WebView,org.apache.cordova.CordovaBridge)>","@SuppressLint({ ""AddJavascriptInterface"" })
private static void exposeJsInterface(WebView webView, CordovaBridge cordovaBridge) {
    webView.addJavascriptInterface(new SystemExposedJsApi(cordovaBridge), ""_cordovaNative"");
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void setPaused(boolean)>","// org.apache.cordova.CordovaWebViewEngine
@Override
public void setPaused(boolean z) {
    if (z) {
        this.webView.onPause();
        this.webView.pauseTimers();
    } else {
        this.webView.onResume();
        this.webView.resumeTimers();
    }
}"
"<org.apache.cordova.engine.SystemWebViewEngine: void enableRemoteDebugging()>","private void enableRemoteDebugging() {
    try {
        WebView.setWebContentsDebuggingEnabled(true);
    } catch (IllegalArgumentException e) {
        LOG.d(TAG, ""You have one job! To turn on Remote Web Debugging! YOU HAVE FAILED! "");
        e.printStackTrace();
    }
}"
"<org.apache.cordova.engine.SystemWebView: void setWebChromeClient(android.webkit.WebChromeClient)>","// android.webkit.WebView
@Override
public void setWebChromeClient(WebChromeClient webChromeClient) {
    this.chromeClient = (SystemWebChromeClient) webChromeClient;
    super.setWebChromeClient(webChromeClient);
}"
"<org.apache.cordova.engine.SystemWebView: boolean dispatchKeyEvent(android.view.KeyEvent)>","// android.webkit.WebView, android.view.ViewGroup, android.view.View
@Override
public boolean dispatchKeyEvent(KeyEvent keyEvent) {
    Boolean onDispatchKeyEvent = this.parentEngine.client.onDispatchKeyEvent(keyEvent);
    if (onDispatchKeyEvent != null) {
        return onDispatchKeyEvent.booleanValue();
    }
    return super.dispatchKeyEvent(keyEvent);
}"
"<org.apache.cordova.engine.SystemWebView: void init(org.apache.cordova.engine.SystemWebViewEngine,org.apache.cordova.CordovaInterface)>","/* JADX INFO: Access modifiers changed from: package-private */
public void init(SystemWebViewEngine systemWebViewEngine, CordovaInterface cordovaInterface) {
    this.cordova = cordovaInterface;
    this.parentEngine = systemWebViewEngine;
    if (this.viewClient == null) {
        setWebViewClient(new SystemWebViewClient(systemWebViewEngine));
    }
    if (this.chromeClient == null) {
        setWebChromeClient(new SystemWebChromeClient(systemWebViewEngine));
    }
}"
"<org.apache.cordova.engine.SystemWebView: void setWebViewClient(android.webkit.WebViewClient)>","// android.webkit.WebView
@Override
public void setWebViewClient(WebViewClient webViewClient) {
    this.viewClient = (SystemWebViewClient) webViewClient;
    super.setWebViewClient(webViewClient);
}"
"<org.apache.cordova.CordovaInterfaceImpl: void restoreInstanceState(android.os.Bundle)>","public void restoreInstanceState(Bundle bundle) {
    this.initCallbackService = bundle.getString(""callbackService"");
    this.savedPluginState = bundle.getBundle(""plugin"");
    this.activityWasDestroyed = true;
}"
"<org.apache.cordova.CordovaInterfaceImpl: void requestPermission(org.apache.cordova.CordovaPlugin,int,java.lang.String)>","// org.apache.cordova.CordovaInterface
@Override
public void requestPermission(CordovaPlugin cordovaPlugin, int i, String str) {
    requestPermissions(cordovaPlugin, i, new String[] { str });
}"
"<org.apache.cordova.CordovaInterfaceImpl: void setActivityResultCallback(org.apache.cordova.CordovaPlugin)>","// org.apache.cordova.CordovaInterface
@Override
public void setActivityResultCallback(CordovaPlugin cordovaPlugin) {
    CordovaPlugin cordovaPlugin2 = this.activityResultCallback;
    if (cordovaPlugin2 != null) {
        cordovaPlugin2.onActivityResult(this.activityResultRequestCode, 0, null);
    }
    this.activityResultCallback = cordovaPlugin;
}"
"<org.apache.cordova.CordovaInterfaceImpl: void setActivityResultRequestCode(int)>","public void setActivityResultRequestCode(int i) {
    this.activityResultRequestCode = i;
}"
"<org.apache.cordova.CordovaInterfaceImpl: boolean onActivityResult(int,int,android.content.Intent)>","public boolean onActivityResult(int i, int i2, Intent intent) {
    CordovaPlugin cordovaPlugin = this.activityResultCallback;
    if (cordovaPlugin == null && this.initCallbackService != null) {
        this.savedResult = new ActivityResultHolder(i, i2, intent);
        PluginManager pluginManager = this.pluginManager;
        if (pluginManager != null && (cordovaPlugin = pluginManager.getPlugin(this.initCallbackService)) != null) {
            cordovaPlugin.onRestoreStateForActivityResult(this.savedPluginState.getBundle(cordovaPlugin.getServiceName()), new ResumeCallback(cordovaPlugin.getServiceName(), this.pluginManager));
        }
    }
    this.activityResultCallback = null;
    if (cordovaPlugin != null) {
        LOG.d(TAG, ""Sending activity result to plugin"");
        this.initCallbackService = null;
        this.savedResult = null;
        cordovaPlugin.onActivityResult(i, i2, intent);
        return true;
    }
    StringBuilder sb = new StringBuilder();
    sb.append(""Got an activity result, but no plugin was registered to receive it"");
    sb.append(this.savedResult != null ? "" yet!"" : ""."");
    LOG.w(TAG, sb.toString());
    return false;
}"
"<org.apache.cordova.CordovaInterfaceImpl: void requestPermissions(org.apache.cordova.CordovaPlugin,int,java.lang.String[])>","// org.apache.cordova.CordovaInterface
@Override
@SuppressLint({ ""NewApi"" })
public void requestPermissions(CordovaPlugin cordovaPlugin, int i, String[] strArr) {
    getActivity().requestPermissions(strArr, this.permissionResultCallbacks.registerCallback(cordovaPlugin, i));
}"
"<org.apache.cordova.CordovaInterfaceImpl: boolean hasPermission(java.lang.String)>","// org.apache.cordova.CordovaInterface
@Override
public boolean hasPermission(String str) {
    return Build.VERSION.SDK_INT < 23 || this.activity.checkSelfPermission(str) == 0;
}"
"<org.apache.cordova.CordovaInterfaceImpl: void onRequestPermissionResult(int,java.lang.String[],int[])>","public void onRequestPermissionResult(int i, String[] strArr, int[] iArr) throws JSONException {
    Pair<CordovaPlugin, Integer> andRemoveCallback = this.permissionResultCallbacks.getAndRemoveCallback(i);
    if (andRemoveCallback != null) {
        ((CordovaPlugin) andRemoveCallback.first).onRequestPermissionResult(((Integer) andRemoveCallback.second).intValue(), strArr, iArr);
    }
}"
"<org.apache.cordova.CordovaInterfaceImpl: void onCordovaInit(org.apache.cordova.PluginManager)>","public void onCordovaInit(PluginManager pluginManager) {
    CoreAndroid coreAndroid;
    this.pluginManager = pluginManager;
    ActivityResultHolder activityResultHolder = this.savedResult;
    if (activityResultHolder == null) {
        if (this.activityWasDestroyed) {
            this.activityWasDestroyed = false;
            if (pluginManager == null || (coreAndroid = (CoreAndroid) pluginManager.getPlugin(CoreAndroid.PLUGIN_NAME)) == null) {
                return;
            }
            JSONObject jSONObject = new JSONObject();
            try {
                jSONObject.put(""action"", ""resume"");
            } catch (JSONException e) {
                LOG.e(TAG, ""Failed to create event message"", e);
            }
            coreAndroid.sendResumeEvent(new PluginResult(PluginResult.Status.OK, jSONObject));
            return;
        }
        return;
    }
    onActivityResult(activityResultHolder.requestCode, this.savedResult.resultCode, this.savedResult.intent);
}"
"<org.apache.cordova.CordovaInterfaceImpl: void onSaveInstanceState(android.os.Bundle)>","public void onSaveInstanceState(Bundle bundle) {
    CordovaPlugin cordovaPlugin = this.activityResultCallback;
    if (cordovaPlugin != null) {
        bundle.putString(""callbackService"", cordovaPlugin.getServiceName());
    }
    PluginManager pluginManager = this.pluginManager;
    if (pluginManager != null) {
        bundle.putBundle(""plugin"", pluginManager.onSaveInstanceState());
    }
}"
"<org.apache.cordova.CordovaInterfaceImpl: void startActivityForResult(org.apache.cordova.CordovaPlugin,android.content.Intent,int)>","// org.apache.cordova.CordovaInterface
@Override
public void startActivityForResult(CordovaPlugin cordovaPlugin, Intent intent, int i) {
    setActivityResultCallback(cordovaPlugin);
    try {
        this.activity.startActivityForResult(intent, i);
    } catch (RuntimeException e) {
        this.activityResultCallback = null;
        throw e;
    }
}"
"<com.punttree.line.MainActivity: void onCreate(android.os.Bundle)>","// org.apache.cordova.CordovaActivity, android.app.Activity
@Override
public void onCreate(Bundle bundle) {
    super.onCreate(bundle);
    Bundle extras = getIntent().getExtras();
    if (extras != null && extras.getBoolean(""cdvStartInBackground"", false)) {
        moveTaskToBack(true);
    }
    loadUrl(this.launchUrl);
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void openFileChooser(android.webkit.ValueCallback,java.lang.String,java.lang.String)>","public void openFileChooser(ValueCallback<Uri> valueCallback) {
    openFileChooser(valueCallback, ""*/*"");
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void onGeolocationPermissionsShowPrompt(java.lang.String,android.webkit.GeolocationPermissions$Callback)>","// android.webkit.WebChromeClient
@Override
public void onGeolocationPermissionsShowPrompt(String str, GeolocationPermissions.Callback callback) {
    super.onGeolocationPermissionsShowPrompt(str, callback);
    callback.invoke(str, true, false);
    CordovaPlugin plugin = this.parentEngine.pluginManager.getPlugin(""Geolocation"");
    if (plugin == null || plugin.hasPermisssion()) {
        return;
    }
    plugin.requestPermissions(0);
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void onExceededDatabaseQuota(java.lang.String,java.lang.String,long,long,long,android.webkit.WebStorage$QuotaUpdater)>","// android.webkit.WebChromeClient
@Override
public void onExceededDatabaseQuota(String str, String str2, long j, long j2, long j3, WebStorage.QuotaUpdater quotaUpdater) {
    LOG.d(LOG_TAG, ""onExceededDatabaseQuota estimatedSize: %d  currentQuota: %d  totalUsedQuota: %d"", Long.valueOf(j2), Long.valueOf(j), Long.valueOf(j3));
    quotaUpdater.updateQuota(this.MAX_QUOTA);
}"
"<org.apache.cordova.engine.SystemWebChromeClient: boolean onShowFileChooser(android.webkit.WebView,android.webkit.ValueCallback,android.webkit.WebChromeClient$FileChooserParams)>","// android.webkit.WebChromeClient
@Override
@TargetApi(21)
public boolean onShowFileChooser(WebView webView, final ValueCallback<Uri[]> valueCallback, WebChromeClient.FileChooserParams fileChooserParams) {
    boolean z = false;
    if (fileChooserParams.getMode() == 1) {
        z = true;
    }
    Intent createIntent = fileChooserParams.createIntent();
    createIntent.putExtra(""android.intent.extra.ALLOW_MULTIPLE"", z);
    try {
        this.parentEngine.cordova.startActivityForResult(new // from class: org.apache.cordova.engine.SystemWebChromeClient.5
        CordovaPlugin() {

            // org.apache.cordova.CordovaPlugin
            @Override
            public void onActivityResult(int i, int i2, Intent intent) {
                Uri[] uriArr;
                if (i2 == -1 && intent != null) {
                    if (intent.getClipData() != null) {
                        int itemCount = intent.getClipData().getItemCount();
                        uriArr = new Uri[itemCount];
                        for (int i3 = 0; i3 < itemCount; i3++) {
                            uriArr[i3] = intent.getClipData().getItemAt(i3).getUri();
                            LOG.d(SystemWebChromeClient.LOG_TAG, ""Receive file chooser URL: "" + uriArr[i3]);
                        }
                    } else if (intent.getData() != null) {
                        uriArr = WebChromeClient.FileChooserParams.parseResult(i2, intent);
                        LOG.d(SystemWebChromeClient.LOG_TAG, ""Receive file chooser URL: "" + uriArr);
                    }
                    valueCallback.onReceiveValue(uriArr);
                }
                uriArr = null;
                valueCallback.onReceiveValue(uriArr);
            }
        }, createIntent, FILECHOOSER_RESULTCODE);
    } catch (ActivityNotFoundException e) {
        LOG.w(""No activity found to handle file chooser intent."", e);
        valueCallback.onReceiveValue(null);
    }
    return true;
}"
"<org.apache.cordova.engine.SystemWebChromeClient: boolean onConsoleMessage(android.webkit.ConsoleMessage)>","// android.webkit.WebChromeClient
@Override
public boolean onConsoleMessage(ConsoleMessage consoleMessage) {
    if (consoleMessage.message() != null) {
        LOG.d(LOG_TAG, ""%s: Line %d : %s"", consoleMessage.sourceId(), Integer.valueOf(consoleMessage.lineNumber()), consoleMessage.message());
    }
    return super.onConsoleMessage(consoleMessage);
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void openFileChooser(android.webkit.ValueCallback)>","public void openFileChooser(ValueCallback<Uri> valueCallback) {
    openFileChooser(valueCallback, ""*/*"");
}"
"<org.apache.cordova.engine.SystemWebChromeClient: boolean onJsConfirm(android.webkit.WebView,java.lang.String,java.lang.String,android.webkit.JsResult)>","// android.webkit.WebChromeClient
@Override
public boolean onJsConfirm(WebView webView, String str, String str2, final JsResult jsResult) {
    this.dialogsHelper.showConfirm(str2, new // from class: org.apache.cordova.engine.SystemWebChromeClient.2
    CordovaDialogsHelper.Result() {

        // org.apache.cordova.CordovaDialogsHelper.Result
        @Override
        public void gotResult(boolean z, String str3) {
            if (z) {
                jsResult.confirm();
            } else {
                jsResult.cancel();
            }
        }
    });
    return true;
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void openFileChooser(android.webkit.ValueCallback,java.lang.String)>","public void openFileChooser(ValueCallback<Uri> valueCallback) {
    openFileChooser(valueCallback, ""*/*"");
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void destroyLastDialog()>","public void destroyLastDialog() {
    this.dialogsHelper.destroyLastDialog();
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void onPermissionRequest(android.webkit.PermissionRequest)>","// android.webkit.WebChromeClient
@Override
@TargetApi(21)
public void onPermissionRequest(PermissionRequest permissionRequest) {
    LOG.d(LOG_TAG, ""onPermissionRequest: "" + Arrays.toString(permissionRequest.getResources()));
    permissionRequest.grant(permissionRequest.getResources());
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void onHideCustomView()>","// android.webkit.WebChromeClient
@Override
public void onHideCustomView() {
    this.parentEngine.getCordovaWebView().hideCustomView();
}"
"<org.apache.cordova.engine.SystemWebChromeClient: void onShowCustomView(android.view.View,android.webkit.WebChromeClient$CustomViewCallback)>","// android.webkit.WebChromeClient
@Override
public void onShowCustomView(View view, WebChromeClient.CustomViewCallback customViewCallback) {
    this.parentEngine.getCordovaWebView().showCustomView(view, customViewCallback);
}"
"<org.apache.cordova.engine.SystemWebChromeClient: boolean onJsAlert(android.webkit.WebView,java.lang.String,java.lang.String,android.webkit.JsResult)>","// android.webkit.WebChromeClient
@Override
public boolean onJsAlert(WebView webView, String str, String str2, final JsResult jsResult) {
    this.dialogsHelper.showAlert(str2, new // from class: org.apache.cordova.engine.SystemWebChromeClient.1
    CordovaDialogsHelper.Result() {

        // org.apache.cordova.CordovaDialogsHelper.Result
        @Override
        public void gotResult(boolean z, String str3) {
            if (z) {
                jsResult.confirm();
            } else {
                jsResult.cancel();
            }
        }
    });
    return true;
}"
"<org.apache.cordova.engine.SystemWebChromeClient: boolean onJsPrompt(android.webkit.WebView,java.lang.String,java.lang.String,java.lang.String,android.webkit.JsPromptResult)>","// android.webkit.WebChromeClient
@Override
public boolean onJsPrompt(WebView webView, String str, String str2, String str3, final JsPromptResult jsPromptResult) {
    String promptOnJsPrompt = this.parentEngine.bridge.promptOnJsPrompt(str, str2, str3);
    if (promptOnJsPrompt != null) {
        jsPromptResult.confirm(promptOnJsPrompt);
        return true;
    }
    this.dialogsHelper.showPrompt(str2, str3, new // from class: org.apache.cordova.engine.SystemWebChromeClient.3
    CordovaDialogsHelper.Result() {

        // org.apache.cordova.CordovaDialogsHelper.Result
        @Override
        public void gotResult(boolean z, String str4) {
            if (z) {
                jsPromptResult.confirm(str4);
            } else {
                jsPromptResult.cancel();
            }
        }
    });
    return true;
}"
"<org.apache.cordova.CordovaPlugin: void privateInitialize(java.lang.String,org.apache.cordova.CordovaInterface,org.apache.cordova.CordovaWebView,org.apache.cordova.CordovaPreferences)>","public final void privateInitialize(String str, CordovaInterface cordovaInterface, CordovaWebView cordovaWebView, CordovaPreferences cordovaPreferences) {
    this.serviceName = str;
    this.cordova = cordovaInterface;
    this.webView = cordovaWebView;
    this.preferences = cordovaPreferences;
    initialize(cordovaInterface, cordovaWebView);
    pluginInitialize();
}"
"<org.apache.cordova.CordovaPlugin: void onRestoreStateForActivityResult(android.os.Bundle,org.apache.cordova.CallbackContext)>","public void onRestoreStateForActivityResult(Bundle bundle, CallbackContext callbackContext) {
}"
"<org.apache.cordova.CordovaPlugin: boolean execute(java.lang.String,org.apache.cordova.CordovaArgs,org.apache.cordova.CallbackContext)>","public boolean execute(String str, CordovaArgs cordovaArgs, CallbackContext callbackContext) throws JSONException {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void onActivityResult(int,int,android.content.Intent)>","public void onActivityResult(int i, int i2, Intent intent) {
}"
"<org.apache.cordova.CordovaPlugin: void requestPermissions(int)>","public void requestPermissions(int i) {
}"
"<org.apache.cordova.CordovaPlugin: void initialize(org.apache.cordova.CordovaInterface,org.apache.cordova.CordovaWebView)>","public void initialize(CordovaInterface cordovaInterface, CordovaWebView cordovaWebView) {
}"
"<org.apache.cordova.CordovaPlugin: void onRequestPermissionResult(int,java.lang.String[],int[])>","public void onRequestPermissionResult(int i, String[] strArr, int[] iArr) throws JSONException {
}"
"<org.apache.cordova.CordovaPlugin: void onStart()>","public void onStart() {
}"
"<org.apache.cordova.CordovaPlugin: void onReset()>","public void onReset() {
}"
"<org.apache.cordova.CordovaPlugin: boolean execute(java.lang.String,java.lang.String,org.apache.cordova.CallbackContext)>","public boolean execute(String str, CordovaArgs cordovaArgs, CallbackContext callbackContext) throws JSONException {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void onResume(boolean)>","public void onResume(boolean z) {
}"
"<org.apache.cordova.CordovaPlugin: boolean hasPermisssion()>","public boolean hasPermisssion() {
    return true;
}"
"<org.apache.cordova.CordovaPlugin: boolean onReceivedHttpAuthRequest(org.apache.cordova.CordovaWebView,org.apache.cordova.ICordovaHttpAuthHandler,java.lang.String,java.lang.String)>","public boolean onReceivedHttpAuthRequest(CordovaWebView cordovaWebView, ICordovaHttpAuthHandler iCordovaHttpAuthHandler, String str, String str2) {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void pluginInitialize()>","/* JADX INFO: Access modifiers changed from: protected */
public void pluginInitialize() {
}"
"<org.apache.cordova.CordovaPlugin: boolean onOverrideUrlLoading(java.lang.String)>","public boolean onOverrideUrlLoading(String str) {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void onStop()>","public void onStop() {
}"
"<org.apache.cordova.CordovaPlugin: boolean onReceivedClientCertRequest(org.apache.cordova.CordovaWebView,org.apache.cordova.ICordovaClientCertRequest)>","public boolean onReceivedClientCertRequest(CordovaWebView cordovaWebView, ICordovaClientCertRequest iCordovaClientCertRequest) {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void onPause(boolean)>","public void onPause(boolean z) {
}"
"<org.apache.cordova.CordovaPlugin: boolean execute(java.lang.String,org.json.JSONArray,org.apache.cordova.CallbackContext)>","public boolean execute(String str, CordovaArgs cordovaArgs, CallbackContext callbackContext) throws JSONException {
    return false;
}"
"<org.apache.cordova.CordovaPlugin: void onDestroy()>","public void onDestroy() {
}"
"<org.apache.cordova.CordovaPlugin: void onConfigurationChanged(android.content.res.Configuration)>","public void onConfigurationChanged(Configuration configuration) {
}"
"<org.apache.cordova.CordovaPlugin: void onNewIntent(android.content.Intent)>","public void onNewIntent(Intent intent) {
}"
"<org.apache.cordova.engine.SystemCookieManager: void setCookie(java.lang.String,java.lang.String)>","// org.apache.cordova.ICordovaCookieManager
@Override
public void setCookie(String str, String str2) {
    this.cookieManager.setCookie(str, str2);
}"
"<org.apache.cordova.engine.SystemCookieManager: void flush()>","// org.apache.cordova.ICordovaCookieManager
@Override
public void flush() {
    if (Build.VERSION.SDK_INT >= 21) {
        this.cookieManager.flush();
    }
}"
"<org.apache.cordova.engine.SystemCookieManager: void clearCookies()>","// org.apache.cordova.ICordovaCookieManager
@Override
public void clearCookies() {
    if (Build.VERSION.SDK_INT >= 21) {
        this.cookieManager.removeAllCookies(null);
    } else {
        this.cookieManager.removeAllCookie();
    }
}"
"<org.apache.cordova.engine.SystemCookieManager: void setCookiesEnabled(boolean)>","// org.apache.cordova.ICordovaCookieManager
@Override
public void setCookiesEnabled(boolean z) {
    this.cookieManager.setAcceptCookie(z);
}"
"<org.apache.cordova.CordovaClientCertRequest: void proceed(java.security.PrivateKey,java.security.cert.X509Certificate[])>","// org.apache.cordova.ICordovaClientCertRequest
@Override
@SuppressLint({ ""NewApi"" })
public void proceed(PrivateKey privateKey, X509Certificate[] x509CertificateArr) {
    this.request.proceed(privateKey, x509CertificateArr);
}"
