"descriptor","code"
"<io.flutter.plugin.platform.n: void M(int)>","@TargetApi(19)
void M(final int i) {
    h hVar = this.k.get(i);
    if (hVar == null) {
        throw new IllegalStateException(""Platform view hasn't been initialized from the platform view channel."");
    }
    if (this.l.get(i) != null) {
        return;
    }
    View g2 = hVar.g();
    if (g2 == null) {
        throw new IllegalStateException(""PlatformView#getView() returned null, but an Android view reference was expected."");
    }
    if (g2.getParent() != null) {
        throw new IllegalStateException(""The Android view returned from PlatformView#getView() was already added to a parent view."");
    }
    Context context = this.c;
    io.flutter.embedding.engine.mutatorsstack.a aVar = new io.flutter.embedding.engine.mutatorsstack.a(context, context.getResources().getDisplayMetrics().density, this.b);
    aVar.setOnDescendantFocusChangeListener(new // from class: io.flutter.plugin.platform.e
    View.OnFocusChangeListener() {

        // android.view.View.OnFocusChangeListener
        @Override
        public final void onFocusChange(View view, boolean z) {
            n.this.P(i, view, z);
        }
    });
    this.l.put(i, aVar);
    g2.setImportantForAccessibility(4);
    aVar.addView(g2);
    this.f441d.addView(aVar);
}"
"<io.flutter.plugin.platform.n: void e0()>","private void e0() {
    if (this.f441d == null) {
        f.a.b.b(""PlatformViewsController"", ""removeOverlaySurfaces called while flutter view is null"");
        return;
    }
    for (int i = 0; i < this.m.size(); i++) {
        this.f441d.removeView(this.m.valueAt(i));
    }
    this.m.clear();
}"
"<io.flutter.plugin.platform.n: void y(io.flutter.plugin.editing.f)>","public void y(io.flutter.plugin.editing.f fVar) {
    this.f443f = fVar;
}"
"<io.flutter.plugin.platform.n: void J(boolean)>","private void J(boolean z) {
    for (int i = 0; i < this.m.size(); i++) {
        int keyAt = this.m.keyAt(i);
        io.flutter.embedding.android.l valueAt = this.m.valueAt(i);
        if (this.r.contains(Integer.valueOf(keyAt))) {
            this.f441d.l(valueAt);
            z &= valueAt.d();
        } else {
            if (!this.p) {
                valueAt.c();
            }
            valueAt.setVisibility(8);
        }
    }
    for (int i2 = 0; i2 < this.l.size(); i2++) {
        int keyAt2 = this.l.keyAt(i2);
        io.flutter.embedding.engine.mutatorsstack.a aVar = this.l.get(keyAt2);
        if (!this.s.contains(Integer.valueOf(keyAt2)) || (!z && this.q)) {
            aVar.setVisibility(8);
        } else {
            aVar.setVisibility(0);
        }
    }
}"
"<io.flutter.plugin.platform.n: boolean B(android.view.View)>","public boolean B(View view) {
    if (view == null || !this.j.containsKey(view.getContext())) {
        return false;
    }
    View view2 = this.j.get(view.getContext());
    if (view2 == view) {
        return true;
    }
    return view2.checkInputConnectionProxy(view);
}"
"<io.flutter.plugin.platform.n: float K()>","private float K() {
    return this.c.getResources().getDisplayMetrics().density;
}"
"<io.flutter.plugin.platform.n: void j0(io.flutter.plugin.platform.o)>","/* JADX INFO: Access modifiers changed from: private */
public void j0(o oVar) {
    io.flutter.plugin.editing.f fVar = this.f443f;
    if (fVar == null) {
        return;
    }
    fVar.G();
    oVar.h();
}"
"<io.flutter.plugin.platform.n: void T()>","public void T() {
}"
"<io.flutter.plugin.platform.n: boolean d(int)>","// io.flutter.plugin.platform.m
@Override
public boolean d(int i) {
    return this.i.containsKey(Integer.valueOf(i));
}"
"<io.flutter.plugin.platform.n: void f0(boolean)>","public void f0(boolean z) {
    this.u = z;
}"
"<io.flutter.plugin.platform.n: void x(android.content.Context,io.flutter.view.d,io.flutter.embedding.engine.f.d)>","public void x(Context context, io.flutter.view.d dVar, io.flutter.embedding.engine.f.d dVar2) {
    if (this.c != null) {
        throw new AssertionError(""A PlatformViewsController can only be attached to a single output target.\nattach was called while the PlatformViewsController was already attached."");
    }
    this.c = context;
    this.f442e = dVar;
    io.flutter.embedding.engine.j.k kVar = new io.flutter.embedding.engine.j.k(dVar2);
    this.f444g = kVar;
    kVar.e(this.v);
}"
"<io.flutter.plugin.platform.n: void j(io.flutter.plugin.platform.n,io.flutter.plugin.platform.o)>","private void j(int i) {
    int i2 = Build.VERSION.SDK_INT;
    if (i2 >= i) {
        return;
    }
    throw new IllegalStateException(""Trying to use platform views with API "" + i2 + "", required API level is: "" + i);
}"
"<io.flutter.plugin.platform.n: void S(io.flutter.plugin.platform.o)>","/* JADX INFO: Access modifiers changed from: private */
public void S(o oVar) {
    io.flutter.plugin.editing.f fVar = this.f443f;
    if (fVar == null) {
        return;
    }
    fVar.u();
    oVar.g();
}"
"<io.flutter.plugin.platform.n: void A(io.flutter.embedding.android.o)>","public void A(io.flutter.embedding.android.o oVar) {
    this.f441d = oVar;
    for (int i = 0; i < this.n.size(); i++) {
        this.f441d.addView(this.n.valueAt(i));
    }
    for (int i2 = 0; i2 < this.l.size(); i2++) {
        this.f441d.addView(this.l.valueAt(i2));
    }
    for (int i3 = 0; i3 < this.k.size(); i3++) {
        this.k.valueAt(i3).e(this.f441d);
    }
}"
"<io.flutter.plugin.platform.n: void I()>","private void I() {
    while (this.k.size() > 0) {
        this.v.e(this.k.keyAt(0));
    }
}"
"<io.flutter.plugin.platform.n: void R()>","/* JADX INFO: Access modifiers changed from: private */
/* renamed from: Q, reason: merged with bridge method [inline-methods] */
public /* synthetic */
void R() {
    J(false);
}"
"<io.flutter.plugin.platform.n: void U()>","public void U() {
    this.r.clear();
    this.s.clear();
}"
"<io.flutter.plugin.platform.n: void a()>","// io.flutter.embedding.engine.j.k.g
@Override
public void a(int i) {
    View g2;
    StringBuilder sb;
    String str;
    if (n.this.d(i)) {
        g2 = n.this.i.get(Integer.valueOf(i)).e();
    } else {
        h hVar = (h) n.this.k.get(i);
        if (hVar == null) {
            sb = new StringBuilder();
            str = ""Clearing focus on an unknown view with id: "";
            sb.append(str);
            sb.append(i);
            f.a.b.b(""PlatformViewsController"", sb.toString());
        }
        g2 = hVar.g();
    }
    if (g2 != null) {
        g2.clearFocus();
        return;
    }
    sb = new StringBuilder();
    str = ""Clearing focus on a null view with id: "";
    sb.append(str);
    sb.append(i);
    f.a.b.b(""PlatformViewsController"", sb.toString());
}"
"<io.flutter.plugin.platform.n: void V()>","public void V() {
    I();
}"
"<io.flutter.plugin.platform.n: void P(int,android.view.View,boolean)>","/* JADX INFO: Access modifiers changed from: private */
/* renamed from: O, reason: merged with bridge method [inline-methods] */
public /* synthetic */
void P(int i, View view, boolean z) {
    if (z) {
        this.f444g.d(i);
        return;
    }
    io.flutter.plugin.editing.f fVar = this.f443f;
    if (fVar != null) {
        fVar.l(i);
    }
}"
"<io.flutter.embedding.engine.i.e.a: void b()>","void b();"
"<io.flutter.embedding.engine.i.e.a: void a(io.flutter.embedding.engine.i.e.b)>","void a(b bVar);"
"<kotlinx.coroutines.g2: void z0(g.s.g,java.lang.Object)>","public final void z0(g.s.g gVar, Object obj) {
    this.f517g = gVar;
    this.f518h = obj;
}"
"<kotlinx.coroutines.g2: void t0(java.lang.Object)>","// kotlinx.coroutines.internal.x, kotlinx.coroutines.c
@Override
protected void t0(Object obj) {
    g.s.g gVar = this.f517g;
    if (gVar != null) {
        kotlinx.coroutines.internal.d0.a(gVar, this.f518h);
        this.f517g = null;
        this.f518h = null;
    }
    Object a = c0.a(obj, this.f552f);
    g.s.d<T> dVar = this.f552f;
    g.s.g context = dVar.getContext();
    Object c = kotlinx.coroutines.internal.d0.c(context, null);
    g2<?> e2 = c != kotlinx.coroutines.internal.d0.a ? e0.e(dVar, context, c) : null;
    try {
        this.f552f.resumeWith(a);
        g.p pVar = g.p.a;
    } finally {
        if (e2 == null || e2.y0()) {
            kotlinx.coroutines.internal.d0.a(context, c);
        }
    }
}"
"<kotlinx.coroutines.g2: boolean y0()>","public final boolean y0() {
    if (this.f517g == null) {
        return false;
    }
    this.f517g = null;
    this.f518h = null;
    return true;
}"
"<kotlinx.coroutines.d: void g()>","public abstract void g();"
"<kotlinx.coroutines.d: void c()>","public abstract void c();"
"<kotlinx.coroutines.d: void b(java.lang.Object,long)>","public abstract void b(Object obj, long j);"
"<kotlinx.coroutines.d: long a()>","public abstract long a();"
"<kotlinx.coroutines.d: void f(java.lang.Thread)>","public abstract void f(Thread thread);"
"<kotlinx.coroutines.d: void d()>","public abstract void d();"
"<kotlinx.coroutines.d: void e()>","public abstract void e();"
"<android.support.v4.app.RemoteActionCompatParcelizer: void write(androidx.core.app.RemoteActionCompat,androidx.versionedparcelable.a)>","public static void write(RemoteActionCompat remoteActionCompat, a aVar) {
    androidx.core.app.RemoteActionCompatParcelizer.write(remoteActionCompat, aVar);
}"
"<io.flutter.embedding.android.l: void i(java.lang.String,java.lang.Object[])>","private static void i(String str, Object... objArr) {
    f.a.b.f(""FlutterImageView"", String.format(Locale.US, str, objArr));
}"
"<io.flutter.embedding.android.l: void a(io.flutter.embedding.engine.renderer.a)>","// io.flutter.embedding.engine.renderer.c
@Override
public void a(io.flutter.embedding.engine.renderer.a aVar) {
    if (a.a[this.f217e.ordinal()] == 1) {
        aVar.v(this.a.getSurface());
    }
    setAlpha(1.0f);
    this.f216d = aVar;
    this.f218f = true;
}"
"<io.flutter.embedding.android.l: void e()>","private void e() {
    Image image = this.b;
    if (image != null) {
        image.close();
        this.b = null;
    }
}"
"<io.flutter.embedding.android.l: void k()>","@TargetApi(29)
private void k() {
    if (Build.VERSION.SDK_INT >= 29) {
        HardwareBuffer hardwareBuffer = this.b.getHardwareBuffer();
        this.c = Bitmap.wrapHardwareBuffer(hardwareBuffer, ColorSpace.get(ColorSpace.Named.SRGB));
        hardwareBuffer.close();
        return;
    }
    Image.Plane[] planes = this.b.getPlanes();
    if (planes.length != 1) {
        return;
    }
    Image.Plane plane = planes[0];
    int rowStride = plane.getRowStride() / plane.getPixelStride();
    int height = this.b.getHeight();
    Bitmap bitmap = this.c;
    if (bitmap == null || bitmap.getWidth() != rowStride || this.c.getHeight() != height) {
        this.c = Bitmap.createBitmap(rowStride, height, Bitmap.Config.ARGB_8888);
    }
    ByteBuffer buffer = plane.getBuffer();
    buffer.rewind();
    this.c.copyPixelsFromBuffer(buffer);
}"
"<io.flutter.embedding.android.l: void j(int,int)>","public void j(int i, int i2) {
    if (this.f216d == null) {
        return;
    }
    if (i == this.a.getWidth() && i2 == this.a.getHeight()) {
        return;
    }
    e();
    f();
    this.a = g(i, i2);
}"
"<io.flutter.embedding.android.l: void c()>","// io.flutter.embedding.engine.renderer.c
@Override
public void c() {
    if (this.f218f) {
        setAlpha(0.0f);
        d();
        this.c = null;
        e();
        invalidate();
        this.f218f = false;
    }
}"
"<io.flutter.embedding.android.l: void h()>","private void h() {
    setAlpha(0.0f);
}"
"<io.flutter.embedding.android.l: boolean d()>","@TargetApi(19)
public boolean d() {
    if (!this.f218f) {
        return false;
    }
    Image acquireLatestImage = this.a.acquireLatestImage();
    if (acquireLatestImage != null) {
        e();
        this.b = acquireLatestImage;
        invalidate();
    }
    return acquireLatestImage != null;
}"
"<io.flutter.embedding.android.l: void onSizeChanged(int,int,int,int)>","// android.view.View
@Override
protected void onSizeChanged(int i, int i2, int i3, int i4) {
    if (!(i == this.a.getWidth() && i2 == this.a.getHeight()) && this.f217e == b.background && this.f218f) {
        j(i, i2);
        this.f216d.v(this.a.getSurface());
    }
}"
"<io.flutter.embedding.android.l: void onDraw(android.graphics.Canvas)>","// android.view.View
@Override
protected void onDraw(Canvas canvas) {
    super.onDraw(canvas);
    if (this.b != null) {
        k();
    }
    Bitmap bitmap = this.c;
    if (bitmap != null) {
        canvas.drawBitmap(bitmap, 0.0f, 0.0f, (Paint) null);
    }
}"
"<io.flutter.embedding.android.l: void f()>","public void f() {
    this.a.close();
}"
"<io.flutter.embedding.android.l: io.flutter.embedding.engine.renderer.a getAttachedRenderer()>","// io.flutter.embedding.engine.renderer.c
@Override
public io.flutter.embedding.engine.renderer.a getAttachedRenderer() {
    return this.f216d;
}"
"<io.flutter.embedding.android.l: void b()>","// io.flutter.embedding.engine.renderer.c
@Override
public void b() {
}"
"<io.flutter.embedding.android.w: boolean a(io.flutter.embedding.android.x)>","@SuppressLint({ ""NewApi"" })
public static boolean a(x xVar) {
    return false;
}"
"<io.flutter.embedding.engine.j.o: void a()>","public void a() {
    f.a.b.e(""SystemChannel"", ""Sending memory pressure warning to Flutter."");
    HashMap hashMap = new HashMap(1);
    hashMap.put(""type"", ""memoryPressure"");
    this.a.c(hashMap);
}"
"<g.v.d.i: void k(java.lang.String)>","private static void k(String str) {
    NullPointerException nullPointerException = new NullPointerException(f(str));
    g(nullPointerException);
    throw nullPointerException;
}"
"<g.v.d.i: void b(java.lang.Object)>","public static void b(Object obj) {
    if (obj != null) {
        return;
    }
    j();
    throw null;
}"
"<g.v.d.i: int e(int,int)>","public static int e(int i, int i2) {
    if (i < i2) {
        return -1;
    }
    return i == i2 ? 0 : 1;
}"
"<g.v.d.i: void l(java.lang.String)>","public static void l(String str) {
    o oVar = new o(str);
    g(oVar);
    throw oVar;
}"
"<g.v.d.i: boolean a(java.lang.Object,java.lang.Object)>","public static boolean a(Object obj, Object obj2) {
    return obj == null ? obj2 == null : obj.equals(obj2);
}"
"<g.v.d.i: void c(java.lang.Object,java.lang.String)>","public static void c(Object obj, String str) {
    if (obj != null) {
        return;
    }
    NullPointerException nullPointerException = new NullPointerException(str + "" must not be null"");
    g(nullPointerException);
    throw nullPointerException;
}"
"<g.v.d.i: void d(java.lang.Object,java.lang.String)>","public static void d(Object obj, String str) {
    if (obj != null) {
        return;
    }
    k(str);
    throw null;
}"
"<g.v.d.i: void m(java.lang.String)>","public static void m(String str) {
    l(""lateinit property "" + str + "" has not been initialized"");
    throw null;
}"
"<g.v.d.i: void j()>","public static void j() {
    NullPointerException nullPointerException = new NullPointerException();
    g(nullPointerException);
    throw nullPointerException;
}"
"<f.a.d.f: boolean test(java.lang.Object)>","boolean test(T t);"
"<io.flutter.embedding.engine.f.d: void c(java.lang.String,java.nio.ByteBuffer,f.a.c.a.c$b)>","// f.a.c.a.c
@Override
public void c(String str, ByteBuffer byteBuffer, c.b bVar) {
    this.a.c(str, byteBuffer, bVar);
}"
"<io.flutter.embedding.engine.f.d: void l()>","public void l() {
    if (this.a.isAttached()) {
        this.a.notifyLowMemoryWarning();
    }
}"
"<io.flutter.embedding.engine.f.d: void n()>","public void n() {
    f.a.b.e(""DartExecutor"", ""Detached from JNI. De-registering the platform message handler for this Dart execution context."");
    this.a.setPlatformMessageHandler(null);
}"
"<io.flutter.embedding.engine.f.d: void i(io.flutter.embedding.engine.f.d$b,java.util.List)>","public void i(b bVar, List<String> list) {
    if (this.f277e) {
        f.a.b.f(""DartExecutor"", ""Attempted to run a DartExecutor that is already running."");
        return;
    }
    f.a.d.g.a(""DartExecutor#executeDartEntrypoint"");
    try {
        f.a.b.e(""DartExecutor"", ""Executing Dart entrypoint: "" + bVar);
        this.a.runBundleAndSnapshotFromLibrary(bVar.a, bVar.c, bVar.b, this.b, list);
        this.f277e = true;
    } finally {
        f.a.d.g.b();
    }
}"
"<io.flutter.embedding.engine.f.d: void f(java.lang.String,f.a.c.a.c$a,f.a.c.a.c$c)>","// f.a.c.a.c
@Override
public void f(String str, c.a aVar, c.InterfaceC0013c interfaceC0013c) {
    this.a.f(str, aVar, interfaceC0013c);
}"
"<io.flutter.embedding.engine.f.d: void e(java.lang.String,f.a.c.a.c$a)>","// f.a.c.a.c
@Override
public void e(String str, c.a aVar) {
    this.a.e(str, aVar);
}"
"<io.flutter.embedding.engine.f.d: void m()>","public void m() {
    f.a.b.e(""DartExecutor"", ""Attached to JNI. Registering the platform message handler for this Dart execution context."");
    this.a.setPlatformMessageHandler(this.c);
}"
"<io.flutter.embedding.engine.f.d: boolean k()>","public boolean k() {
    return this.f277e;
}"
"<kotlinx.coroutines.internal.y: int g(java.lang.StackTraceElement[],java.lang.String)>","private static final int g(StackTraceElement[] stackTraceElementArr, String str) {
    int length = stackTraceElementArr.length;
    for (int i = 0; i < length; i++) {
        if (g.v.d.i.a(str, stackTraceElementArr[i].getClassName())) {
            return i;
        }
    }
    return -1;
}"
"<kotlinx.coroutines.internal.y: boolean h(java.lang.StackTraceElement)>","public static final boolean h(StackTraceElement stackTraceElement) {
    boolean o;
    o = g.a0.m.o(stackTraceElement.getClassName(), ""\b\b\b"", false, 2, null);
    return o;
}"
"<kotlinx.coroutines.internal.y: void i(java.lang.StackTraceElement[],java.util.ArrayDeque)>","private static final void i(StackTraceElement[] stackTraceElementArr, ArrayDeque<StackTraceElement> arrayDeque) {
    int length = stackTraceElementArr.length;
    int i = 0;
    while (true) {
        if (i >= length) {
            i = -1;
            break;
        } else if (h(stackTraceElementArr[i])) {
            break;
        } else {
            i++;
        }
    }
    int i2 = i + 1;
    int length2 = stackTraceElementArr.length - 1;
    if (i2 > length2) {
        return;
    }
    while (true) {
        int i3 = length2 - 1;
        if (f(stackTraceElementArr[length2], arrayDeque.getLast())) {
            arrayDeque.removeLast();
        }
        arrayDeque.addFirst(stackTraceElementArr[length2]);
        if (length2 == i2) {
            return;
        } else {
            length2 = i3;
        }
    }
}"
"<kotlinx.coroutines.internal.y: boolean f(java.lang.StackTraceElement,java.lang.StackTraceElement)>","private static final boolean f(StackTraceElement stackTraceElement, StackTraceElement stackTraceElement2) {
    return stackTraceElement.getLineNumber() == stackTraceElement2.getLineNumber() && g.v.d.i.a(stackTraceElement.getMethodName(), stackTraceElement2.getMethodName()) && g.v.d.i.a(stackTraceElement.getFileName(), stackTraceElement2.getFileName()) && g.v.d.i.a(stackTraceElement.getClassName(), stackTraceElement2.getClassName());
}"
"<kotlinx.coroutines.j2.j: void d(java.lang.Object)>","// kotlinx.coroutines.j2.q
@Override
public void d(E e2) {
}"
"<kotlinx.coroutines.j2.j: void y()>","// kotlinx.coroutines.j2.s
@Override
public void y() {
}"
"<kotlinx.coroutines.r0: void t0(java.lang.Object)>","// kotlinx.coroutines.internal.x, kotlinx.coroutines.c
@Override
protected void t0(Object obj) {
    g.s.d b;
    if (y0()) {
        return;
    }
    b = g.s.i.c.b(this.f552f);
    kotlinx.coroutines.internal.h.c(b, c0.a(obj, this.f552f), null, 2, null);
}"
"<kotlinx.coroutines.r0: void x(java.lang.Object)>","// kotlinx.coroutines.internal.x, kotlinx.coroutines.u1
@Override
protected void x(Object obj) {
    t0(obj);
}"
"<kotlinx.coroutines.r0: boolean y0()>","private final boolean y0() {
    do {
        int i = this._decision;
        if (i != 0) {
            if (i == 1) {
                return false;
            }
            throw new IllegalStateException(""Already resumed"".toString());
        }
    } while (!f638g.compareAndSet(this, 0, 2));
    return true;
}"
"<androidx.window.embedding.EmbeddingTranslatingCallback: void accept(java.lang.Object)>","// java.util.function.Consumer
@Override
public void accept(List<? extends androidx.window.extensions.embedding.SplitInfo> list) {
    i.d(list, ""splitInfoList"");
    this.callback.onSplitInfoChanged(this.adapter.translate(list));
}"
"<androidx.window.embedding.EmbeddingTranslatingCallback: void accept(java.util.List)>","// java.util.function.Consumer
@Override
public void accept(List<? extends androidx.window.extensions.embedding.SplitInfo> list) {
    i.d(list, ""splitInfoList"");
    this.callback.onSplitInfoChanged(this.adapter.translate(list));
}"
"<androidx.core.graphics.drawable.IconCompat: int b(android.graphics.drawable.Icon)>","private static int b(Icon icon) {
    if (Build.VERSION.SDK_INT >= 28) {
        return icon.getResId();
    }
    try {
        return ((Integer) icon.getClass().getMethod(""getResId"", new Class[0]).invoke(icon, new Object[0])).intValue();
    } catch (IllegalAccessException e2) {
        Log.e(""IconCompat"", ""Unable to get icon resource"", e2);
        return 0;
    } catch (NoSuchMethodException e3) {
        Log.e(""IconCompat"", ""Unable to get icon resource"", e3);
        return 0;
    } catch (InvocationTargetException e4) {
        Log.e(""IconCompat"", ""Unable to get icon resource"", e4);
        return 0;
    }
}"
"<androidx.core.graphics.drawable.IconCompat: void c()>","public void c() {
    Parcelable parcelable;
    this.f10h = PorterDuff.Mode.valueOf(this.i);
    switch(this.a) {
        case -1:
            parcelable = this.f6d;
            if (parcelable == null) {
                throw new IllegalArgumentException(""Invalid icon"");
            }
            break;
        case 0:
        default:
            return;
        case 1:
        case R.styleable.SplitPairRule_splitMinWidth:
            /* 5 */
            parcelable = this.f6d;
            if (parcelable == null) {
                byte[] bArr = this.c;
                this.b = bArr;
                this.a = 3;
                this.f7e = 0;
                this.f8f = bArr.length;
                return;
            }
            break;
        case 2:
        case 4:
        case R.styleable.SplitPairRule_splitRatio:
            /* 6 */
            String str = new String(this.c, Charset.forName(""UTF-16""));
            this.b = str;
            if (this.a == 2 && this.j == null) {
                this.j = str.split("":"", -1)[0];
                return;
            }
            return;
        case 3:
            this.b = this.c;
            return;
    }
    this.b = parcelable;
}"
"<androidx.core.graphics.drawable.IconCompat: void d(boolean)>","public void d(boolean z) {
    this.i = this.f10h.name();
    switch(this.a) {
        case -1:
            if (z) {
                throw new IllegalArgumentException(""Can't serialize Icon created with IconCompat#createFromIcon"");
            }
            break;
        case 0:
        default:
            return;
        case 1:
        case R.styleable.SplitPairRule_splitMinWidth:
            /* 5 */
            if (z) {
                Bitmap bitmap = (Bitmap) this.b;
                ByteArrayOutputStream byteArrayOutputStream = new ByteArrayOutputStream();
                bitmap.compress(Bitmap.CompressFormat.PNG, 90, byteArrayOutputStream);
                this.c = byteArrayOutputStream.toByteArray();
                return;
            }
            break;
        case 2:
            this.c = ((String) this.b).getBytes(Charset.forName(""UTF-16""));
            return;
        case 3:
            this.c = (byte[]) this.b;
            return;
        case 4:
        case R.styleable.SplitPairRule_splitRatio:
            /* 6 */
            this.c = this.b.toString().getBytes(Charset.forName(""UTF-16""));
            return;
    }
    this.f6d = (Parcelable) this.b;
}"
"<androidx.core.graphics.drawable.IconCompat: int a()>","public int a() {
    int i = this.a;
    if (i == -1 && Build.VERSION.SDK_INT >= 23) {
        return b((Icon) this.b);
    }
    if (i == 2) {
        return this.f7e;
    }
    throw new IllegalStateException(""called getResId() on "" + this);
}"
"<kotlinx.coroutines.internal.MainDispatcherFactory: int getLoadPriority()>","int getLoadPriority();"
"<g.x.b: boolean hasNext()>","// java.util.Iterator
@Override
public boolean hasNext() {
    return this.f182f;
}"
"<g.x.b: int a()>","// g.q.v
@Override
public int a() {
    int i = this.f183g;
    if (i != this.f181e) {
        this.f183g = this.f180d + i;
    } else {
        if (!this.f182f) {
            throw new NoSuchElementException();
        }
        this.f182f = false;
    }
    return i;
}"
"<androidx.window.layout.ActivityCompatHelperApi24: boolean isInMultiWindowMode(android.app.Activity)>","public final boolean isInMultiWindowMode(Activity activity) {
    i.d(activity, ""activity"");
    return activity.isInMultiWindowMode();
}"
"<androidx.window.layout.WindowMetricsCalculatorCompat: void getRectSizeFromDisplay(android.app.Activity,android.graphics.Rect)>","private final void getRectSizeFromDisplay(Activity activity, Rect rect) {
    activity.getWindowManager().getDefaultDisplay().getRectSize(rect);
}"
"<androidx.window.layout.WindowMetricsCalculatorCompat: int getNavigationBarHeight(android.content.Context)>","private final int getNavigationBarHeight(Context context) {
    Resources resources = context.getResources();
    int identifier = resources.getIdentifier(""navigation_bar_height"", ""dimen"", ""android"");
    if (identifier > 0) {
        return resources.getDimensionPixelSize(identifier);
    }
    return 0;
}"
"<io.flutter.view.c: void e(io.flutter.view.c)>","// io.flutter.embedding.engine.j.c.b
@Override
public void e(int i) {
    c.this.N(i, 1);
}"
