"descriptor","code"
"<com.google.androidgamesdk.SwappyDisplayManager: void onDisplayRemoved(int)>","// android.hardware.display.DisplayManager.DisplayListener
@Override
public void onDisplayRemoved(int i) {
}"
"<com.google.androidgamesdk.SwappyDisplayManager: void onDisplayAdded(int)>","// android.hardware.display.DisplayManager.DisplayListener
@Override
public void onDisplayAdded(int i) {
}"
"<com.google.androidgamesdk.SwappyDisplayManager: void updateSupportedRefreshRates(android.view.Display)>","private void updateSupportedRefreshRates(Display display) {
    Display.Mode[] supportedModes = display.getSupportedModes();
    int i = 0;
    for (Display.Mode mode : supportedModes) {
        if (modeMatchesCurrentResolution(mode)) {
            i++;
        }
    }
    long[] jArr = new long[i];
    int[] iArr = new int[i];
    int i2 = 0;
    for (int i3 = 0; i3 < supportedModes.length; i3++) {
        if (modeMatchesCurrentResolution(supportedModes[i3])) {
            jArr[i2] = 1.0E9f / supportedModes[i3].getRefreshRate();
            iArr[i2] = supportedModes[i3].getModeId();
            i2++;
        }
    }
    nSetSupportedRefreshPeriods(this.mCookie, jArr, iArr);
}"
"<com.google.androidgamesdk.SwappyDisplayManager: void onDisplayChanged(int)>","// android.hardware.display.DisplayManager.DisplayListener
@Override
public void onDisplayChanged(int i) {
    synchronized (this) {
        Display defaultDisplay = this.mWindowManager.getDefaultDisplay();
        float refreshRate = defaultDisplay.getRefreshRate();
        Display.Mode mode = defaultDisplay.getMode();
        boolean z = true;
        boolean z2 = (mode.getPhysicalWidth() != this.mCurrentMode.getPhysicalWidth()) | (mode.getPhysicalHeight() != this.mCurrentMode.getPhysicalHeight());
        if (refreshRate == this.mCurrentMode.getRefreshRate()) {
            z = false;
        }
        this.mCurrentMode = mode;
        if (z2) {
            updateSupportedRefreshRates(defaultDisplay);
        }
        if (z) {
            long j = 1.0E9f / refreshRate;
            nOnRefreshPeriodChanged(this.mCookie, j, defaultDisplay.getAppVsyncOffsetNanos(), j - (this.mWindowManager.getDefaultDisplay().getPresentationDeadlineNanos() - 1000000));
        }
    }
}"
"<com.google.androidgamesdk.SwappyDisplayManager: void nSetSupportedRefreshPeriods(long,long[],int[])>","private native void nSetSupportedRefreshPeriods(long j, long[] jArr, int[] iArr);"
"<com.google.androidgamesdk.SwappyDisplayManager: boolean modeMatchesCurrentResolution(android.view.Display$Mode)>","private boolean modeMatchesCurrentResolution(Display.Mode mode) {
    return mode.getPhysicalHeight() == this.mCurrentMode.getPhysicalHeight() && mode.getPhysicalWidth() == this.mCurrentMode.getPhysicalWidth();
}"
"<com.unity3d.player.c: int a(android.content.Context,int)>","public static int a(Context context) {
    return c(context).length;
}"
"<com.unity3d.player.c: void g(com.unity3d.player.c)>","private void g() {
    HandlerThread handlerThread = new HandlerThread(""CameraBackground"");
    this.f = handlerThread;
    handlerThread.start();
    this.g = new Handler(this.f.getLooper());
}"
"<com.unity3d.player.c: void i()>","private void i() {
    try {
        if (!e.tryAcquire(4L, TimeUnit.SECONDS)) {
            f.Log(5, ""Camera2: Timeout waiting to lock camera for closing."");
            return;
        }
        this.d.close();
        try {
            if (!e.tryAcquire(4L, TimeUnit.SECONDS)) {
                f.Log(5, ""Camera2: Timeout waiting to close camera."");
            }
        } catch (InterruptedException e2) {
            f.Log(6, ""Camera2: Interrupted while waiting to close camera "" + e2);
        }
        this.d = null;
        e.release();
    } catch (InterruptedException e3) {
        f.Log(6, ""Camera2: Interrupted while trying to lock camera for closing "" + e3);
    }
}"
"<com.unity3d.player.c: boolean a(float,float)>","public final boolean a(float f, float f2) {
    if (this.k <= 0) {
        return false;
    }
    if (this.p) {
        f.Log(5, ""Camera2: Setting manual focus point already started."");
        return false;
    }
    this.l = f;
    this.m = f2;
    synchronized (this.v) {
        if (this.u != null && this.z != a.b) {
            k();
        }
    }
    return true;
}"
"<com.unity3d.player.c: int[] e(android.content.Context,int)>","public static int[] e(Context context, int i) {
    try {
        Size[] a2 = a(b(context).getCameraCharacteristics(c(context)[i]));
        if (a2 == null) {
            return null;
        }
        int[] iArr = new int[a2.length * 2];
        for (int i2 = 0; i2 < a2.length; i2++) {
            int i3 = i2 * 2;
            iArr[i3] = a2[i2].getWidth();
            iArr[i3 + 1] = a2[i2].getHeight();
        }
        return iArr;
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
        return null;
    }
}"
"<com.unity3d.player.c: void a(android.hardware.camera2.CameraDevice)>","/* JADX INFO: Access modifiers changed from: private */
public void a(CameraDevice cameraDevice) {
    synchronized (this.v) {
        this.u = null;
    }
    cameraDevice.close();
    this.d = null;
}"
"<com.unity3d.player.c: void a(com.unity3d.player.c,java.lang.Object)>","/* JADX INFO: Access modifiers changed from: private */
public void a(CameraDevice cameraDevice) {
    synchronized (this.v) {
        this.u = null;
    }
    cameraDevice.close();
    this.d = null;
}"
"<com.unity3d.player.c: void d()>","public final void d() {
    synchronized (this.v) {
        if (this.u != null) {
            try {
                this.u.stopRepeating();
                this.z = a.b;
            } catch (CameraAccessException e2) {
                f.Log(6, ""Camera2: CameraAccessException "" + e2);
            }
        }
    }
}"
"<com.unity3d.player.c: boolean a(android.content.Context,int,int,int,int,int)>","public final boolean a(float f, float f2) {
    if (this.k <= 0) {
        return false;
    }
    if (this.p) {
        f.Log(5, ""Camera2: Setting manual focus point already started."");
        return false;
    }
    this.l = f;
    this.m = f2;
    synchronized (this.v) {
        if (this.u != null && this.z != a.b) {
            k();
        }
    }
    return true;
}"
"<com.unity3d.player.c: int a(android.util.Range[],int)>","public static int a(Context context) {
    return c(context).length;
}"
"<com.unity3d.player.c: boolean b(android.content.Context,int)>","public static boolean b(Context context, int i) {
    try {
        return ((Integer) b(context).getCameraCharacteristics(c(context)[i]).get(CameraCharacteristics.LENS_FACING)).intValue() == 0;
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
        return false;
    }
}"
"<com.unity3d.player.c: int a(android.content.Context)>","public static int a(Context context) {
    return c(context).length;
}"
"<com.unity3d.player.c: void h()>","private void h() {
    this.f.quit();
    try {
        this.f.join(4000L);
        this.f = null;
        this.g = null;
    } catch (InterruptedException e2) {
        this.f.interrupt();
        f.Log(6, ""Camera2: Interrupted while waiting for the background thread to finish "" + e2);
    }
}"
"<com.unity3d.player.c: void b(android.hardware.camera2.CameraCharacteristics)>","private void b(CameraCharacteristics cameraCharacteristics) {
    int intValue = ((Integer) cameraCharacteristics.get(CameraCharacteristics.CONTROL_MAX_REGIONS_AF)).intValue();
    this.k = intValue;
    if (intValue > 0) {
        this.i = (Rect) cameraCharacteristics.get(CameraCharacteristics.SENSOR_INFO_ACTIVE_ARRAY_SIZE);
        float width = this.h.width() / this.h.height();
        if (width > r4.width() / this.i.height()) {
            this.n = 0;
            this.o = (int) ((this.i.height() - (this.i.width() / width)) / 2.0f);
        } else {
            this.o = 0;
            this.n = (int) ((this.i.width() - (this.i.height() * width)) / 2.0f);
        }
        this.j = Math.min(this.i.width(), this.i.height()) / 20;
    }
}"
"<com.unity3d.player.c: void b(com.unity3d.player.c,android.hardware.camera2.CameraDevice)>","private void b(CameraCharacteristics cameraCharacteristics) {
    int intValue = ((Integer) cameraCharacteristics.get(CameraCharacteristics.CONTROL_MAX_REGIONS_AF)).intValue();
    this.k = intValue;
    if (intValue > 0) {
        this.i = (Rect) cameraCharacteristics.get(CameraCharacteristics.SENSOR_INFO_ACTIVE_ARRAY_SIZE);
        float width = this.h.width() / this.h.height();
        if (width > r4.width() / this.i.height()) {
            this.n = 0;
            this.o = (int) ((this.i.height() - (this.i.width() / width)) / 2.0f);
        } else {
            this.o = 0;
            this.n = (int) ((this.i.width() - (this.i.height() * width)) / 2.0f);
        }
        this.j = Math.min(this.i.width(), this.i.height()) / 20;
    }
}"
"<com.unity3d.player.c: boolean c(android.content.Context,int)>","public static boolean c(Context context, int i) {
    try {
        return ((Integer) b(context).getCameraCharacteristics(c(context)[i]).get(CameraCharacteristics.CONTROL_MAX_REGIONS_AF)).intValue() > 0;
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
        return false;
    }
}"
"<com.unity3d.player.c: void c()>","public final void c() {
    if (this.r == null) {
        ImageReader newInstance = ImageReader.newInstance(this.h.width(), this.h.height(), 35, 2);
        this.r = newInstance;
        newInstance.setOnImageAvailableListener(this.C, this.g);
        this.s = null;
        if (this.w != 0) {
            SurfaceTexture surfaceTexture = new SurfaceTexture(this.w);
            this.x = surfaceTexture;
            surfaceTexture.setDefaultBufferSize(this.h.width(), this.h.height());
            this.x.setOnFrameAvailableListener(this.D, this.g);
            this.y = new Surface(this.x);
        }
    }
    try {
        if (this.u == null) {
            this.d.createCaptureSession(this.y != null ? Arrays.asList(this.y, this.r.getSurface()) : Arrays.asList(this.r.getSurface()), new // from class: com.unity3d.player.c.2
            CameraCaptureSession.StateCallback() {

                // android.hardware.camera2.CameraCaptureSession.StateCallback
                @Override
                public final void onConfigureFailed(CameraCaptureSession cameraCaptureSession) {
                    f.Log(6, ""Camera2: CaptureSession configuration failed."");
                }

                // android.hardware.camera2.CameraCaptureSession.StateCallback
                @Override
                public final void onConfigured(CameraCaptureSession cameraCaptureSession) {
                    String str;
                    if (c.this.d == null) {
                        return;
                    }
                    synchronized (c.this.v) {
                        c.this.u = cameraCaptureSession;
                        try {
                            c.this.t = c.this.d.createCaptureRequest(1);
                            if (c.this.y != null) {
                                c.this.t.addTarget(c.this.y);
                            }
                            c.this.t.addTarget(c.this.r.getSurface());
                            c.this.t.set(CaptureRequest.CONTROL_AE_TARGET_FPS_RANGE, c.this.q);
                            c.this.j();
                        } catch (CameraAccessException e2) {
                            str = ""Camera2: CameraAccessException "" + e2;
                            f.Log(6, str);
                        } catch (IllegalStateException e3) {
                            str = ""Camera2: IllegalStateException "" + e3;
                            f.Log(6, str);
                        }
                    }
                }
            }, this.g);
        } else if (this.z == a.b) {
            this.u.setRepeatingRequest(this.t.build(), this.A, this.g);
        }
        this.z = a.a;
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
    }
}"
"<com.unity3d.player.c: void e()>","public final void e() {
    synchronized (this.v) {
        if (this.u != null) {
            try {
                this.u.abortCaptures();
            } catch (CameraAccessException e2) {
                f.Log(6, ""Camera2: CameraAccessException "" + e2);
            }
            this.u.close();
            this.u = null;
            this.z = a.c;
        }
    }
}"
"<com.unity3d.player.c: void k()>","private void k() {
    try {
        if (this.u != null) {
            this.u.stopRepeating();
            this.t.set(CaptureRequest.CONTROL_AF_TRIGGER, 2);
            this.t.set(CaptureRequest.CONTROL_AF_MODE, 0);
            this.t.setTag(""Cancel focus"");
            this.u.capture(this.t.build(), this.A, this.g);
        }
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
    }
}"
"<com.unity3d.player.c: void g()>","private void g() {
    HandlerThread handlerThread = new HandlerThread(""CameraBackground"");
    this.f = handlerThread;
    handlerThread.start();
    this.g = new Handler(this.f.getLooper());
}"
"<com.unity3d.player.c: int d(android.content.Context,int)>","public static int d(Context context, int i) {
    try {
        CameraCharacteristics cameraCharacteristics = b(context).getCameraCharacteristics(c(context)[i]);
        float[] fArr = (float[]) cameraCharacteristics.get(CameraCharacteristics.LENS_INFO_AVAILABLE_FOCAL_LENGTHS);
        SizeF sizeF = (SizeF) cameraCharacteristics.get(CameraCharacteristics.SENSOR_INFO_PHYSICAL_SIZE);
        if (fArr.length > 0) {
            return (int) ((fArr[0] * 36.0f) / sizeF.getWidth());
        }
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
    }
    return 0;
}"
"<com.unity3d.player.c: void b()>","private void b(CameraCharacteristics cameraCharacteristics) {
    int intValue = ((Integer) cameraCharacteristics.get(CameraCharacteristics.CONTROL_MAX_REGIONS_AF)).intValue();
    this.k = intValue;
    if (intValue > 0) {
        this.i = (Rect) cameraCharacteristics.get(CameraCharacteristics.SENSOR_INFO_ACTIVE_ARRAY_SIZE);
        float width = this.h.width() / this.h.height();
        if (width > r4.width() / this.i.height()) {
            this.n = 0;
            this.o = (int) ((this.i.height() - (this.i.width() / width)) / 2.0f);
        } else {
            this.o = 0;
            this.n = (int) ((this.i.width() - (this.i.height() * width)) / 2.0f);
        }
        this.j = Math.min(this.i.width(), this.i.height()) / 20;
    }
}"
"<com.unity3d.player.c: void a(java.lang.Object)>","/* JADX INFO: Access modifiers changed from: private */
public void a(CameraDevice cameraDevice) {
    synchronized (this.v) {
        this.u = null;
    }
    cameraDevice.close();
    this.d = null;
}"
"<com.unity3d.player.c: void j()>","/* JADX INFO: Access modifiers changed from: private */
public void j() {
    try {
        if (this.k != 0 && this.l >= 0.0f && this.l <= 1.0f && this.m >= 0.0f && this.m <= 1.0f) {
            this.p = true;
            this.t.set(CaptureRequest.CONTROL_AF_REGIONS, new MeteringRectangle[] { new MeteringRectangle(Math.max(this.j + 1, Math.min((int) (((this.i.width() - (this.n * 2)) * this.l) + this.n), (this.i.width() - this.j) - 1)) - this.j, Math.max(this.j + 1, Math.min((int) (((this.i.height() - (this.o * 2)) * (1.0d - this.m)) + this.o), (this.i.height() - this.j) - 1)) - this.j, this.j * 2, this.j * 2, 999) });
            this.t.set(CaptureRequest.CONTROL_AF_MODE, 1);
            this.t.set(CaptureRequest.CONTROL_AF_TRIGGER, 1);
            this.t.setTag(""Focus"");
            this.u.capture(this.t.build(), this.A, this.g);
            return;
        }
        this.t.set(CaptureRequest.CONTROL_AF_MODE, 4);
        this.t.setTag(""Regular"");
        if (this.u != null) {
            this.u.setRepeatingRequest(this.t.build(), this.A, this.g);
        }
    } catch (CameraAccessException e2) {
        f.Log(6, ""Camera2: CameraAccessException "" + e2);
    }
}"
"<com.unity3d.player.o: boolean a(android.content.Context,java.lang.String,int,int,int,boolean,long,long,com.unity3d.player.o$a)>","public final boolean a(Context context, String str, int i, int i2, int i3, boolean z, long j, long j2, a aVar) {
    this.e.lock();
    this.c = aVar;
    this.b = context;
    this.d.drainPermits();
    this.g = 2;
    runOnUiThread(new AnonymousClass1(str, i, i2, i3, z, j, j2));
    boolean z2 = false;
    try {
        this.e.unlock();
        this.d.acquire();
        this.e.lock();
        if (this.g != 2) {
            z2 = true;
        }
    } catch (InterruptedException unused) {
    }
    runOnUiThread(new // from class: com.unity3d.player.o.2
    Runnable() {

        // java.lang.Runnable
        @Override
        public final void run() {
            o.this.a.pause();
        }
    });
    runOnUiThread((!z2 || this.g == 3) ? new // from class: com.unity3d.player.o.4
    Runnable() {

        // java.lang.Runnable
        @Override
        public final void run() {
            o.this.d();
            o.this.a.resume();
        }
    } : new // from class: com.unity3d.player.o.3
    Runnable() {

        // java.lang.Runnable
        @Override
        public final void run() {
            if (o.this.f != null) {
                o.this.a.addViewToPlayer(o.this.f, true);
                o.h(o.this);
                o.this.f.requestFocus();
            }
        }
    });
    this.e.unlock();
    return z2;
}"
"<com.unity3d.player.o: void c()>","public final void c() {
    this.e.lock();
    n nVar = this.f;
    if (nVar != null) {
        nVar.updateVideoLayout();
    }
    this.e.unlock();
}"
"<com.unity3d.player.o: void a()>","// com.unity3d.player.n.a
@Override
public final void a(int i) {
    o.this.e.lock();
    o.this.g = i;
    if (i == 3 && o.this.i) {
        o.this.runOnUiThread(new // from class: com.unity3d.player.o.1.1.1
        Runnable() {

            // java.lang.Runnable
            @Override
            public final void run() {
                o.this.d();
                o.this.a.resume();
            }
        });
    }
    if (i != 0) {
        o.this.d.release();
    }
    o.this.e.unlock();
}"
"<com.unity3d.player.o: boolean h(com.unity3d.player.o)>","static /* synthetic */
boolean h(o oVar) {
    oVar.i = true;
    return true;
}"
"<com.unity3d.player.o: void b()>","public final void b() {
    this.e.lock();
    n nVar = this.f;
    if (nVar != null && this.i && !this.h) {
        nVar.start();
    }
    this.e.unlock();
}"
"<com.unity3d.player.o: void runOnUiThread(java.lang.Runnable)>","protected final void runOnUiThread(Runnable runnable) {
    Context context = this.b;
    if (context instanceof Activity) {
        ((Activity) context).runOnUiThread(runnable);
    } else {
        f.Log(5, ""Not running from an Activity; Ignoring execution request..."");
    }
}"
"<com.unity3d.player.o: void d()>","/* JADX INFO: Access modifiers changed from: private */
public void d() {
    n nVar = this.f;
    if (nVar != null) {
        this.a.removeViewFromPlayer(nVar);
        this.i = false;
        this.f.destroyPlayer();
        this.f = null;
        a aVar = this.c;
        if (aVar != null) {
            aVar.a();
        }
    }
}"
"<org.fmod.FMODAudioDevice: int startAudioRecord(int,int,int)>","public synchronized int startAudioRecord(int i2, int i3, int i4) {
    if (this.g == null) {
        this.g = new a(this, i2, i3);
        this.g.b();
    }
    return this.g.a();
}"
"<org.fmod.FMODAudioDevice: void stopAudioRecord()>","public synchronized void stopAudioRecord() {
    if (this.g != null) {
        this.g.c();
        this.g = null;
    }
}"
"<org.fmod.FMODAudioDevice: boolean isRunning()>","public boolean isRunning() {
    return this.a != null && this.a.isAlive();
}"
"<org.fmod.FMODAudioDevice: int fmodProcess(java.nio.ByteBuffer)>","private native int fmodProcess(ByteBuffer byteBuffer);"
"<org.fmod.FMODAudioDevice: void stop()>","public synchronized void stop() {
    while (this.a != null) {
        this.b = false;
        try {
            this.a.join();
            this.a = null;
        } catch (InterruptedException unused) {
        }
    }
    if (this.g != null) {
        this.g.c();
    }
}"
"<org.fmod.FMODAudioDevice: int fmodGetInfo(int)>","private native int fmodGetInfo(int i2);"
"<org.fmod.FMODAudioDevice: void run()>","// java.lang.Runnable
@Override
public void run() {
    int i2 = 3;
    while (this.b) {
        if (!this.d && i2 > 0) {
            releaseAudioTrack();
            int fmodGetInfo = fmodGetInfo(h);
            int i3 = fmodGetInfo(l) == 1 ? 4 : 12;
            int minBufferSize = AudioTrack.getMinBufferSize(fmodGetInfo, i3, 2);
            int fmodGetInfo2 = fmodGetInfo(l) * 2;
            int round = Math.round(minBufferSize * 1.1f) & (~(fmodGetInfo2 - 1));
            int fmodGetInfo3 = fmodGetInfo(i);
            int fmodGetInfo4 = fmodGetInfo(j) * fmodGetInfo3 * fmodGetInfo2;
            AudioTrack audioTrack = new AudioTrack(3, fmodGetInfo, i3, 2, fmodGetInfo4 > round ? fmodGetInfo4 : round, 1);
            this.c = audioTrack;
            boolean z = audioTrack.getState() == 1;
            this.d = z;
            if (z) {
                ByteBuffer allocateDirect = ByteBuffer.allocateDirect(fmodGetInfo3 * fmodGetInfo2);
                this.e = allocateDirect;
                this.f = new byte[allocateDirect.capacity()];
                this.c.play();
                i2 = 3;
            } else {
                Log.e(""FMOD"", ""AudioTrack failed to initialize (status "" + this.c.getState() + "")"");
                releaseAudioTrack();
                i2 += -1;
            }
        }
        if (this.d) {
            if (fmodGetInfo(k) == 1) {
                fmodProcess(this.e);
                ByteBuffer byteBuffer = this.e;
                byteBuffer.get(this.f, 0, byteBuffer.capacity());
                this.c.write(this.f, 0, this.e.capacity());
                this.e.position(0);
            } else {
                releaseAudioTrack();
            }
        }
    }
    releaseAudioTrack();
}"
"<org.fmod.FMODAudioDevice: void releaseAudioTrack()>","private void releaseAudioTrack() {
    AudioTrack audioTrack = this.c;
    if (audioTrack != null) {
        if (audioTrack.getState() == 1) {
            this.c.stop();
        }
        this.c.release();
        this.c = null;
    }
    this.e = null;
    this.f = null;
    this.d = false;
}"
"<org.fmod.FMODAudioDevice: int fmodProcessMicData(java.nio.ByteBuffer,int)>","/* JADX INFO: Access modifiers changed from: package-private */
public native int fmodProcessMicData(ByteBuffer byteBuffer, int i2);"
"<org.fmod.FMODAudioDevice: void close()>","public synchronized void close() {
    stop();
}"
"<org.fmod.FMODAudioDevice: void start()>","public synchronized void start() {
    if (this.a != null) {
        stop();
    }
    this.a = new Thread(this, ""FMODAudioDevice"");
    this.a.setPriority(10);
    this.b = true;
    this.a.start();
    if (this.g != null) {
        this.g.b();
    }
}"
"<com.unity3d.player.IAssetPackManagerDownloadStatusCallback: void onStatusUpdate(java.lang.String,int,long,long,int,int)>","void onStatusUpdate(String str, int i, long j, long j2, int i2, int i3);"
"<com.unity3d.player.GoogleARCoreApi: void resumeARCore()>","public final native void resumeARCore();"
"<com.unity3d.player.GoogleARCoreApi: void initializeARCore(android.app.Activity)>","public final native void initializeARCore(Activity activity);"
"<com.unity3d.player.GoogleARCoreApi: void pauseARCore()>","public final native void pauseARCore();"
"<com.unity3d.player.IUnityPlayerLifecycleEvents: void onUnityPlayerQuitted()>","void onUnityPlayerQuitted();"
"<com.unity3d.player.IUnityPlayerLifecycleEvents: void onUnityPlayerUnloaded()>","void onUnityPlayerUnloaded();"
"<org.fmod.a: void c()>","public final void c() {
    while (this.f != null) {
        this.g = false;
        try {
            this.f.join();
            this.f = null;
        } catch (InterruptedException unused) {
        }
    }
}"
"<org.fmod.a: void b()>","public final void b() {
    if (this.f != null) {
        c();
    }
    this.g = true;
    this.f = new Thread(this);
    this.f.start();
}"
"<org.fmod.a: void d()>","private void d() {
    AudioRecord audioRecord = this.h;
    if (audioRecord != null) {
        if (audioRecord.getState() == 1) {
            this.h.stop();
        }
        this.h.release();
        this.h = null;
    }
    this.b.position(0);
    this.i = false;
}"
"<org.fmod.a: int a()>","public final int a() {
    return this.b.capacity();
}"
"<org.fmod.a: void run()>","// java.lang.Runnable
@Override
public final void run() {
    int i = 3;
    while (this.g) {
        if (!this.i && i > 0) {
            d();
            AudioRecord audioRecord = new AudioRecord(1, this.c, this.d, this.e, this.b.capacity());
            this.h = audioRecord;
            boolean z = audioRecord.getState() == 1;
            this.i = z;
            if (z) {
                this.b.position(0);
                this.h.startRecording();
                i = 3;
            } else {
                Log.e(""FMOD"", ""AudioRecord failed to initialize (status "" + this.h.getState() + "")"");
                i += -1;
                d();
            }
        }
        if (this.i && this.h.getRecordingState() == 3) {
            AudioRecord audioRecord2 = this.h;
            ByteBuffer byteBuffer = this.b;
            this.a.fmodProcessMicData(this.b, audioRecord2.read(byteBuffer, byteBuffer.capacity()));
            this.b.position(0);
        }
    }
    d();
}"
"<com.unity3d.player.l: boolean a()>","/* JADX INFO: Access modifiers changed from: package-private */
public final synchronized boolean a() {
    boolean z;
    Thread.UncaughtExceptionHandler defaultUncaughtExceptionHandler = Thread.getDefaultUncaughtExceptionHandler();
    if (defaultUncaughtExceptionHandler == this) {
        z = false;
    } else {
        this.a = defaultUncaughtExceptionHandler;
        Thread.setDefaultUncaughtExceptionHandler(this);
        z = true;
    }
    return z;
}"
"<com.unity3d.player.l: void uncaughtException(java.lang.Thread,java.lang.Throwable)>","// java.lang.Thread.UncaughtExceptionHandler
@Override
public final synchronized void uncaughtException(Thread thread, Throwable th) {
    try {
        Error error = new Error(String.format(""FATAL EXCEPTION [%s]\n"", thread.getName()) + String.format(""Unity version     : %s\n"", ""2021.3.12f1"") + String.format(""Device model      : %s %s\n"", Build.MANUFACTURER, Build.MODEL) + String.format(""Device fingerprint: %s\n"", Build.FINGERPRINT) + String.format(""Build Type        : %s\n"", ""Release"") + String.format(""Scripting Backend : %s\n"", ""IL2CPP"") + String.format(""ABI               : %s\n"", Build.CPU_ABI) + String.format(""Strip Engine Code : %s\n"", true));
        error.setStackTrace(new StackTraceElement[0]);
        error.initCause(th);
        this.a.uncaughtException(thread, error);
    } catch (Throwable unused) {
        this.a.uncaughtException(thread, th);
    }
}"
"<com.unity3d.player.i: void onBackPressed()>","// android.app.Dialog
@Override
public final void onBackPressed() {
    a(b(), true);
}"
"<com.unity3d.player.i: void beforeTextChanged(java.lang.CharSequence,int,int,int)>","// android.text.TextWatcher
@Override
public final void beforeTextChanged(CharSequence charSequence, int i, int i2, int i3) {
}"
"<com.unity3d.player.i: void a(java.lang.String)>","private void a(EditText editText, String str, int i, boolean z, boolean z2, boolean z3, String str2, int i2) {
    editText.setImeOptions(6);
    editText.setText(str);
    editText.setHint(str2);
    editText.setHintTextColor(d);
    editText.setInputType(a(i, z, z2, z3));
    editText.setImeOptions(33554432);
    if (i2 > 0) {
        editText.setFilters(new InputFilter[] { new InputFilter.LengthFilter(i2) });
    }
    editText.addTextChangedListener(this);
    editText.setSelection(editText.getText().length());
    editText.setClickable(true);
}"
