"descriptor","code"
"<io.flutter.view.c: void Q()>","public void Q() {
    this.f829u = true;
    this.f813e.a();
    Y(null);
    this.f811c.removeAccessibilityStateChangeListener(this.f831w);
    if (Build.VERSION.SDK_INT >= 19) {
        this.f811c.removeTouchExplorationStateChangeListener(this.f832x);
    }
    this.f814f.unregisterContentObserver(this.f833y);
    this.f810b.g(null);
}"
"<io.flutter.view.c: boolean J(android.view.MotionEvent)>","public boolean J(MotionEvent motionEvent) {
    return K(motionEvent, false);
}"
"<io.flutter.view.c: void a0(java.nio.ByteBuffer,java.lang.String[])>","void a0(ByteBuffer byteBuffer, String[] strArr) {
    while (byteBuffer.hasRemaining()) {
        h z2 = z(byteBuffer.getInt());
        z2.f874c = byteBuffer.getInt();
        int i2 = byteBuffer.getInt();
        String str = null;
        z2.f875d = i2 == -1 ? null : strArr[i2];
        int i3 = byteBuffer.getInt();
        if (i3 != -1) {
            str = strArr[i3];
        }
        z2.f876e = str;
    }
}"
"<io.flutter.view.c: boolean N(io.flutter.view.c$l,int,android.os.Bundle,boolean)>","@TargetApi(18)
private boolean N(l lVar, int i2, Bundle bundle, boolean z2) {
    int i3 = bundle.getInt(""ACTION_ARGUMENT_MOVEMENT_GRANULARITY_INT"");
    boolean z3 = bundle.getBoolean(""ACTION_ARGUMENT_EXTEND_SELECTION_BOOLEAN"");
    int i4 = lVar.f908g;
    int i5 = lVar.f909h;
    P(lVar, i3, z2, z3);
    if (i4 != lVar.f908g || i5 != lVar.f909h) {
        String str = lVar.f918q != null ? lVar.f918q : """";
        AccessibilityEvent H = H(lVar.f903b, 8192);
        H.getText().add(str);
        H.setFromIndex(lVar.f908g);
        H.setToIndex(lVar.f909h);
        H.setItemCount(str.length());
        S(H);
    }
    if (i3 == 1) {
        if (z2) {
            g gVar = g.MOVE_CURSOR_FORWARD_BY_CHARACTER;
            if (lVar.u0(gVar)) {
                this.f810b.c(i2, gVar, Boolean.valueOf(z3));
                return true;
            }
        }
        if (z2) {
            return false;
        }
        g gVar2 = g.MOVE_CURSOR_BACKWARD_BY_CHARACTER;
        if (!lVar.u0(gVar2)) {
            return false;
        }
        this.f810b.c(i2, gVar2, Boolean.valueOf(z3));
        return true;
    }
    if (i3 != 2) {
        return i3 == 4 || i3 == 8 || i3 == 16;
    }
    if (z2) {
        g gVar3 = g.MOVE_CURSOR_FORWARD_BY_WORD;
        if (lVar.u0(gVar3)) {
            this.f810b.c(i2, gVar3, Boolean.valueOf(z3));
            return true;
        }
    }
    if (z2) {
        return false;
    }
    g gVar4 = g.MOVE_CURSOR_BACKWARD_BY_WORD;
    if (!lVar.u0(gVar4)) {
        return false;
    }
    this.f810b.c(i2, gVar4, Boolean.valueOf(z3));
    return true;
}"
"<io.flutter.view.c: void W(boolean)>","/* JADX INFO: Access modifiers changed from: private */
public void W(boolean z2) {
    if (this.f828t == z2) {
        return;
    }
    this.f828t = z2;
    this.f820l = z2 ? this.f820l | f.ACCESSIBLE_NAVIGATION.f848d : this.f820l & (~f.ACCESSIBLE_NAVIGATION.f848d);
    T();
}"
"<io.flutter.view.c: boolean w()>","@TargetApi(28)
private boolean w() {
    Activity e2 = c0.h.e(this.f809a.getContext());
    if (e2 == null || e2.getWindow() == null) {
        return false;
    }
    int i2 = e2.getWindow().getAttributes().layoutInDisplayCutoutMode;
    return i2 == 2 || i2 == 0;
}"
"<io.flutter.view.c: void U(int)>","private void U(int i2) {
    AccessibilityEvent H = H(i2, 2048);
    if (Build.VERSION.SDK_INT >= 19) {
        H.setContentChangeTypes(1);
    }
    S(H);
}"
"<io.flutter.view.c: void P(io.flutter.view.c$l,int,boolean,boolean)>","/* JADX WARN: Code restructure failed: missing block: B:20:0x0022, code lost:
    
        if (r6 != false) goto L19;
     */
/* JADX WARN: Code restructure failed: missing block: B:21:0x0024, code lost:
    
        r5 = r4.f918q.length();
     */
/* JADX WARN: Code restructure failed: missing block: B:22:0x002c, code lost:
    
        r4.f909h = r5;
     */
/* JADX WARN: Code restructure failed: missing block: B:23:0x0031, code lost:
    
        r4.f909h = 0;
     */
/* JADX WARN: Code restructure failed: missing block: B:28:0x0060, code lost:
    
        if (r5.find() != false) goto L27;
     */
/* JADX WARN: Code restructure failed: missing block: B:29:0x0062, code lost:
    
        io.flutter.view.c.l.m(r4, r5.start(1));
     */
/* JADX WARN: Code restructure failed: missing block: B:34:0x008d, code lost:
    
        if (r5.find() != false) goto L33;
     */
/* JADX WARN: Code restructure failed: missing block: B:35:0x008f, code lost:
    
        r5 = r5.start(1);
     */
/* JADX WARN: Code restructure failed: missing block: B:40:0x00c1, code lost:
    
        if (r5.find() != false) goto L27;
     */
/* JADX WARN: Code restructure failed: missing block: B:45:0x00e6, code lost:
    
        if (r5.find() != false) goto L33;
     */
/*
        Code decompiled incorrectly, please refer to instructions dump.
        To view partially-correct add '--show-bad-code' argument
    */
private void P(io.flutter.view.c.l r4, int r5, boolean r6, boolean r7) {
    /*
            r3 = this;
            int r0 = io.flutter.view.c.l.k(r4)
            if (r0 < 0) goto L111
            int r0 = io.flutter.view.c.l.i(r4)
            if (r0 >= 0) goto Le
            goto L111
        Le:
            r0 = 1
            if (r5 == r0) goto Le9
            r1 = 2
            r2 = 0
            if (r5 == r1) goto L94
            r1 = 4
            if (r5 == r1) goto L36
            r0 = 8
            if (r5 == r0) goto L22
            r0 = 16
            if (r5 == r0) goto L22
            goto L108
        L22:
            if (r6 == 0) goto L31
        L24:
            java.lang.String r5 = io.flutter.view.c.l.q(r4)
            int r5 = r5.length()
        L2c:
            io.flutter.view.c.l.l(r4, r5)
            goto L108
        L31:
            io.flutter.view.c.l.l(r4, r2)
            goto L108
        L36:
            if (r6 == 0) goto L6b
            int r5 = io.flutter.view.c.l.k(r4)
            java.lang.String r1 = io.flutter.view.c.l.q(r4)
            int r1 = r1.length()
            if (r5 >= r1) goto L6b
            java.lang.String r5 = ""(?!^)(\\n)""
            java.util.regex.Pattern r5 = java.util.regex.Pattern.compile(r5)
            java.lang.String r6 = io.flutter.view.c.l.q(r4)
            int r1 = io.flutter.view.c.l.k(r4)
            java.lang.String r6 = r6.substring(r1)
            java.util.regex.Matcher r5 = r5.matcher(r6)
            boolean r6 = r5.find()
            if (r6 == 0) goto L24
        L62:
            int r5 = r5.start(r0)
            io.flutter.view.c.l.m(r4, r5)
            goto L108
        L6b:
            if (r6 != 0) goto L108
            int r5 = io.flutter.view.c.l.k(r4)
            if (r5 <= 0) goto L108
            java.lang.String r5 = ""(?s:.*)(\\n)""
            java.util.regex.Pattern r5 = java.util.regex.Pattern.compile(r5)
            java.lang.String r6 = io.flutter.view.c.l.q(r4)
            int r1 = io.flutter.view.c.l.k(r4)
            java.lang.String r6 = r6.substring(r2, r1)
            java.util.regex.Matcher r5 = r5.matcher(r6)
            boolean r6 = r5.find()
            if (r6 == 0) goto L31
        L8f:
            int r5 = r5.start(r0)
            goto L2c
        L94:
            if (r6 == 0) goto Lc4
            int r5 = io.flutter.view.c.l.k(r4)
            java.lang.String r1 = io.flutter.view.c.l.q(r4)
            int r1 = r1.length()
            if (r5 >= r1) goto Lc4
            java.lang.String r5 = ""\\p{L}(\\b)""
            java.util.regex.Pattern r5 = java.util.regex.Pattern.compile(r5)
            java.lang.String r6 = io.flutter.view.c.l.q(r4)
            int r1 = io.flutter.view.c.l.k(r4)
            java.lang.String r6 = r6.substring(r1)
            java.util.regex.Matcher r5 = r5.matcher(r6)
            r5.find()
            boolean r6 = r5.find()
            if (r6 == 0) goto L24
            goto L62
        Lc4:
            if (r6 != 0) goto L108
            int r5 = io.flutter.view.c.l.k(r4)
            if (r5 <= 0) goto L108
            java.lang.String r5 = ""(?s:.*)(\\b)\\p{L}""
            java.util.regex.Pattern r5 = java.util.regex.Pattern.compile(r5)
            java.lang.String r6 = io.flutter.view.c.l.q(r4)
            int r1 = io.flutter.view.c.l.k(r4)
            java.lang.String r6 = r6.substring(r2, r1)
            java.util.regex.Matcher r5 = r5.matcher(r6)
            boolean r6 = r5.find()
            if (r6 == 0) goto L108
            goto L8f
        Le9:
            if (r6 == 0) goto Lfd
            int r5 = io.flutter.view.c.l.k(r4)
            java.lang.String r1 = io.flutter.view.c.l.q(r4)
            int r1 = r1.length()
            if (r5 >= r1) goto Lfd
            io.flutter.view.c.l.m(r4, r0)
            goto L108
        Lfd:
            if (r6 != 0) goto L108
            int r5 = io.flutter.view.c.l.k(r4)
            if (r5 <= 0) goto L108
            io.flutter.view.c.l.n(r4, r0)
        L108:
            if (r7 != 0) goto L111
            int r5 = io.flutter.view.c.l.k(r4)
            io.flutter.view.c.l.j(r4, r5)
        L111:
            return
        */
    throw new UnsupportedOperationException(""Method not decompiled: io.flutter.view.c.P(io.flutter.view.c$l, int, boolean, boolean):void"");
}"
"<io.flutter.view.c: boolean F(io.flutter.view.c$l,io.flutter.view.c$l)>","/* JADX INFO: Access modifiers changed from: private */
public static /* synthetic */
boolean F(l lVar, l lVar2) {
    return lVar2 == lVar;
}"
"<io.flutter.view.c: int f(io.flutter.view.c,int)>","static /* synthetic */
int f(c cVar, int i2) {
    int i3 = i2 & cVar.f820l;
    cVar.f820l = i3;
    return i3;
}"
"<io.flutter.view.c: boolean performAction(int,int,android.os.Bundle)>","// android.view.accessibility.AccessibilityNodeProvider
@Override
public boolean performAction(int i2, int i3, Bundle bundle) {
    int i4;
    if (i2 >= 65536) {
        boolean performAction = this.f812d.performAction(i2, i3, bundle);
        if (performAction && i3 == 128) {
            this.f818j = null;
        }
        return performAction;
    }
    l lVar = this.f815g.get(Integer.valueOf(i2));
    boolean z2 = false;
    if (lVar == null) {
        return false;
    }
    switch(i3) {
        case 16:
            this.f810b.b(i2, g.TAP);
            return true;
        case 32:
            this.f810b.b(i2, g.LONG_PRESS);
            return true;
        case 64:
            if (this.f817i == null) {
                this.f809a.invalidate();
            }
            this.f817i = lVar;
            this.f810b.b(i2, g.DID_GAIN_ACCESSIBILITY_FOCUS);
            R(i2, 32768);
            if (lVar.u0(g.INCREASE) || lVar.u0(g.DECREASE)) {
                R(i2, 4);
            }
            return true;
        case 128:
            l lVar2 = this.f817i;
            if (lVar2 != null && lVar2.f903b == i2) {
                this.f817i = null;
            }
            Integer num = this.f818j;
            if (num != null && num.intValue() == i2) {
                this.f818j = null;
            }
            this.f810b.b(i2, g.DID_LOSE_ACCESSIBILITY_FOCUS);
            R(i2, 65536);
            return true;
        case 256:
            if (Build.VERSION.SDK_INT < 18) {
                return false;
            }
            return N(lVar, i2, bundle, true);
        case 512:
            if (Build.VERSION.SDK_INT < 18) {
                return false;
            }
            return N(lVar, i2, bundle, false);
        case 4096:
            g gVar = g.SCROLL_UP;
            if (!lVar.u0(gVar)) {
                gVar = g.SCROLL_LEFT;
                if (!lVar.u0(gVar)) {
                    gVar = g.INCREASE;
                    if (!lVar.u0(gVar)) {
                        return false;
                    }
                    lVar.f918q = lVar.f920s;
                    lVar.f919r = lVar.f921t;
                    R(i2, 4);
                }
            }
            this.f810b.b(i2, gVar);
            return true;
        case 8192:
            g gVar2 = g.SCROLL_DOWN;
            if (!lVar.u0(gVar2)) {
                gVar2 = g.SCROLL_RIGHT;
                if (!lVar.u0(gVar2)) {
                    gVar2 = g.DECREASE;
                    if (!lVar.u0(gVar2)) {
                        return false;
                    }
                    lVar.f918q = lVar.f922u;
                    lVar.f919r = lVar.f923v;
                    R(i2, 4);
                }
            }
            this.f810b.b(i2, gVar2);
            return true;
        case 16384:
            this.f810b.b(i2, g.COPY);
            return true;
        case 32768:
            this.f810b.b(i2, g.PASTE);
            return true;
        case 65536:
            this.f810b.b(i2, g.CUT);
            return true;
        case 131072:
            if (Build.VERSION.SDK_INT < 18) {
                return false;
            }
            HashMap hashMap = new HashMap();
            if (bundle != null && bundle.containsKey(""ACTION_ARGUMENT_SELECTION_START_INT"") && bundle.containsKey(""ACTION_ARGUMENT_SELECTION_END_INT"")) {
                z2 = true;
            }
            if (z2) {
                hashMap.put(""base"", Integer.valueOf(bundle.getInt(""ACTION_ARGUMENT_SELECTION_START_INT"")));
                i4 = bundle.getInt(""ACTION_ARGUMENT_SELECTION_END_INT"");
            } else {
                hashMap.put(""base"", Integer.valueOf(lVar.f909h));
                i4 = lVar.f909h;
            }
            hashMap.put(""extent"", Integer.valueOf(i4));
            this.f810b.c(i2, g.SET_SELECTION, hashMap);
            l lVar3 = this.f815g.get(Integer.valueOf(i2));
            lVar3.f908g = ((Integer) hashMap.get(""base"")).intValue();
            lVar3.f909h = ((Integer) hashMap.get(""extent"")).intValue();
            return true;
        case 1048576:
            this.f810b.b(i2, g.DISMISS);
            return true;
        case 2097152:
            if (Build.VERSION.SDK_INT < 21) {
                return false;
            }
            return O(lVar, i2, bundle);
        case R.id.accessibilityActionShowOnScreen:
            this.f810b.b(i2, g.SHOW_ON_SCREEN);
            return true;
        default:
            h hVar = this.f816h.get(Integer.valueOf(i3 - B));
            if (hVar == null) {
                return false;
            }
            this.f810b.c(i2, g.CUSTOM_ACTION, Integer.valueOf(hVar.f873b));
            return true;
    }
}"
"<io.flutter.view.c: void T()>","/* JADX INFO: Access modifiers changed from: private */
public void T() {
    this.f810b.f(this.f820l);
}"
"<io.flutter.view.c: void S(android.view.accessibility.AccessibilityEvent)>","/* JADX INFO: Access modifiers changed from: private */
public void S(AccessibilityEvent accessibilityEvent) {
    if (this.f811c.isEnabled()) {
        this.f809a.getParent().requestSendAccessibilityEvent(this.f809a, accessibilityEvent);
    }
}"
"<io.flutter.view.c: boolean G(io.flutter.view.c$l)>","/* JADX INFO: Access modifiers changed from: private */
public static /* synthetic */
boolean G(l lVar) {
    return lVar.v0(i.HAS_IMPLICIT_SCROLLING);
}"
"<io.flutter.view.c: void V(java.lang.String)>","@TargetApi(28)
private void V(String str) {
    this.f809a.setAccessibilityPaneTitle(str);
}"
"<io.flutter.view.c: boolean E()>","public boolean E() {
    return this.f811c.isTouchExplorationEnabled();
}"
"<io.flutter.view.c: void C(float,float,boolean)>","private void C(float f2, float f3, boolean z2) {
    l w02;
    if (this.f815g.isEmpty() || (w02 = B().w0(new float[] { f2, f3, 0.0f, 1.0f }, z2)) == this.f823o) {
        return;
    }
    if (w02 != null) {
        R(w02.f903b, 128);
    }
    l lVar = this.f823o;
    if (lVar != null) {
        R(lVar.f903b, 256);
    }
    this.f823o = w02;
}"
"<io.flutter.view.c: boolean D()>","public boolean D() {
    return this.f811c.isEnabled();
}"
"<io.flutter.view.c: void R(int,int)>","/* JADX INFO: Access modifiers changed from: private */
public void R(int i2, int i3) {
    if (this.f811c.isEnabled()) {
        S(H(i2, i3));
    }
}"
"<io.flutter.view.c: void c0(io.flutter.view.c$l)>","@TargetApi(19)
private void c0(l lVar) {
    View c2;
    Integer num;
    lVar.Q = null;
    if (lVar.f910i != -1 && (num = this.f818j) != null && this.f812d.platformViewOfNode(num.intValue()) == this.f813e.c(lVar.f910i)) {
        R(this.f818j.intValue(), 65536);
        this.f818j = null;
    }
    if (lVar.f910i != -1 && (c2 = this.f813e.c(lVar.f910i)) != null) {
        c2.setImportantForAccessibility(4);
    }
    l lVar2 = this.f817i;
    if (lVar2 == lVar) {
        R(lVar2.f903b, 65536);
        this.f817i = null;
    }
    if (this.f821m == lVar) {
        this.f821m = null;
    }
    if (this.f823o == lVar) {
        this.f823o = null;
    }
}"
"<io.flutter.view.c: android.view.accessibility.AccessibilityNodeInfo findFocus(int)>","/* JADX WARN: Code restructure failed: missing block: B:19:0x0016, code lost:
    
        if (r2 != null) goto L14;
     */
// android.view.accessibility.AccessibilityNodeProvider
@Override
public /*
        Code decompiled incorrectly, please refer to instructions dump.
        To view partially-correct add '--show-bad-code' argument
    */
android.view.accessibility.AccessibilityNodeInfo findFocus(int r2) {
    /*
            r1 = this;
            r0 = 1
            if (r2 == r0) goto L7
            r0 = 2
            if (r2 == r0) goto L1d
            goto L27
        L7:
            io.flutter.view.c$l r2 = r1.f821m
            if (r2 == 0) goto L14
        Lb:
            int r2 = io.flutter.view.c.l.a(r2)
        Lf:
            android.view.accessibility.AccessibilityNodeInfo r2 = r1.createAccessibilityNodeInfo(r2)
            return r2
        L14:
            java.lang.Integer r2 = r1.f819k
            if (r2 == 0) goto L1d
        L18:
            int r2 = r2.intValue()
            goto Lf
        L1d:
            io.flutter.view.c$l r2 = r1.f817i
            if (r2 == 0) goto L22
            goto Lb
        L22:
            java.lang.Integer r2 = r1.f818j
            if (r2 == 0) goto L27
            goto L18
        L27:
            r2 = 0
            return r2
        */
    throw new UnsupportedOperationException(""Method not decompiled: io.flutter.view.c.findFocus(int):android.view.accessibility.AccessibilityNodeInfo"");
}"
"<io.flutter.view.c: boolean K(android.view.MotionEvent,boolean)>","public boolean K(MotionEvent motionEvent, boolean z2) {
    if (!this.f811c.isTouchExplorationEnabled() || this.f815g.isEmpty()) {
        return false;
    }
    l w02 = B().w0(new float[] { motionEvent.getX(), motionEvent.getY(), 0.0f, 1.0f }, z2);
    if (w02 != null && w02.f910i != -1) {
        if (z2) {
            return false;
        }
        return this.f812d.onAccessibilityHoverEvent(w02.f903b, motionEvent);
    }
    if (motionEvent.getAction() == 9 || motionEvent.getAction() == 7) {
        C(motionEvent.getX(), motionEvent.getY(), z2);
    } else {
        if (motionEvent.getAction() != 10) {
            l.b.a(""flutter"", ""unexpected accessibility hover event: "" + motionEvent);
            return false;
        }
        L();
    }
    return true;
}"
"<io.flutter.view.c: void Y(io.flutter.view.c$k)>","public void Y(k kVar) {
    this.f827s = kVar;
}"
"<io.flutter.view.c: boolean Z(io.flutter.view.c$l)>","private boolean Z(final l lVar) {
    return lVar.f911j > 0 && (l.A0(this.f817i, new // from class: io.flutter.view.a
    c0.d() {

        // c0.d
        @Override
        public final boolean test(Object obj) {
            boolean F;
            F = c.F(c.l.this, (c.l) obj);
            return F;
        }
    }) || !l.A0(this.f817i, new // from class: io.flutter.view.b
    c0.d() {

        // c0.d
        @Override
        public final boolean test(Object obj) {
            boolean G;
            G = c.G((c.l) obj);
            return G;
        }
    }));
}"
"<io.flutter.view.c: void L()>","/* JADX INFO: Access modifiers changed from: private */
public void L() {
    l lVar = this.f823o;
    if (lVar != null) {
        R(lVar.f903b, 256);
        this.f823o = null;
    }
}"
"<io.flutter.view.c: void X()>","@TargetApi(31)
private void X() {
    View view = this.f809a;
    if (view == null || view.getResources() == null) {
        return;
    }
    int i2 = this.f809a.getResources().getConfiguration().fontWeightAdjustment;
    this.f820l = i2 != Integer.MAX_VALUE && i2 >= 300 ? this.f820l | f.BOLD_TEXT.f848d : this.f820l & f.BOLD_TEXT.f848d;
    T();
}"
"<io.flutter.view.c: void M(io.flutter.view.c$l)>","private void M(l lVar) {
    String n02 = lVar.n0();
    if (n02 == null) {
        n02 = "" "";
    }
    if (Build.VERSION.SDK_INT >= 28) {
        V(n02);
        return;
    }
    AccessibilityEvent H = H(lVar.f903b, 32);
    H.getText().add(n02);
    S(H);
}"
