"descriptor","code"
"<shaded.org.apache.commons.codec.net.QCodec: void setEncodeBlanks(boolean)>","public void setEncodeBlanks(boolean z) {
    this.encodeBlanks = z;
}"
"<shaded.org.apache.commons.codec.net.QCodec: byte[] doDecoding(byte[])>","// shaded.org.apache.commons.codec.net.RFC1522Codec
@Override
protected byte[] doDecoding(byte[] bArr) throws DecoderException {
    boolean z;
    if (bArr == null) {
        return null;
    }
    int length = bArr.length;
    int i = 0;
    while (true) {
        if (i >= length) {
            z = false;
            break;
        }
        if (bArr[i] == 95) {
            z = true;
            break;
        }
        i++;
    }
    if (z) {
        byte[] bArr2 = new byte[bArr.length];
        for (int i2 = 0; i2 < bArr.length; i2++) {
            byte b = bArr[i2];
            if (b != 95) {
                bArr2[i2] = b;
            } else {
                bArr2[i2] = BLANK;
            }
        }
        return QuotedPrintableCodec.decodeQuotedPrintable(bArr2);
    }
    return QuotedPrintableCodec.decodeQuotedPrintable(bArr);
}"
"<shaded.org.apache.commons.codec.net.QCodec: boolean isEncodeBlanks()>","public boolean isEncodeBlanks() {
    return this.encodeBlanks;
}"
"<shaded.org.apache.commons.codec.net.QCodec: byte[] doEncoding(byte[])>","// shaded.org.apache.commons.codec.net.RFC1522Codec
@Override
protected byte[] doEncoding(byte[] bArr) {
    if (bArr == null) {
        return null;
    }
    byte[] encodeQuotedPrintable = QuotedPrintableCodec.encodeQuotedPrintable(PRINTABLE_CHARS, bArr);
    if (this.encodeBlanks) {
        for (int i = 0; i < encodeQuotedPrintable.length; i++) {
            if (encodeQuotedPrintable[i] == 32) {
                encodeQuotedPrintable[i] = UNDERSCORE;
            }
        }
    }
    return encodeQuotedPrintable;
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onReceivedHttpAuthRequest(android.webkit.WebView,android.webkit.HttpAuthHandler,java.lang.String,java.lang.String)>","// android.webkit.WebViewClient
@Override
public void onReceivedHttpAuthRequest(WebView webView, HttpAuthHandler httpAuthHandler, String str, String str2) {
    AuthenticationToken authenticationToken = getAuthenticationToken(str, str2);
    if (authenticationToken != null) {
        httpAuthHandler.proceed(authenticationToken.getUserName(), authenticationToken.getPassword());
        return;
    }
    PluginManager pluginManager = this.parentEngine.pluginManager;
    if (pluginManager != null && pluginManager.onReceivedHttpAuthRequest(null, new CordovaHttpAuthHandler(httpAuthHandler), str, str2)) {
        this.parentEngine.client.clearLoadTimeoutTimer();
    } else {
        super.onReceivedHttpAuthRequest(webView, httpAuthHandler, str, str2);
    }
}"
"<org.apache.cordova.engine.SystemWebViewClient: void clearAuthenticationTokens()>","public void clearAuthenticationTokens() {
    this.authenticationTokens.clear();
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onPageFinished(android.webkit.WebView,java.lang.String)>","// android.webkit.WebViewClient
@Override
public void onPageFinished(WebView webView, String str) {
    super.onPageFinished(webView, str);
    if (this.isCurrentlyLoading || str.startsWith(""about:"")) {
        this.isCurrentlyLoading = false;
        if (this.doClearHistory) {
            webView.clearHistory();
            this.doClearHistory = false;
        }
        this.parentEngine.client.onPageFinishedLoading(str);
    }
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onReceivedClientCertRequest(android.webkit.WebView,android.webkit.ClientCertRequest)>","// android.webkit.WebViewClient
@Override
public void onReceivedClientCertRequest(WebView webView, ClientCertRequest clientCertRequest) {
    PluginManager pluginManager = this.parentEngine.pluginManager;
    if (pluginManager != null && pluginManager.onReceivedClientCertRequest(null, new CordovaClientCertRequest(clientCertRequest))) {
        this.parentEngine.client.clearLoadTimeoutTimer();
    } else {
        super.onReceivedClientCertRequest(webView, clientCertRequest);
    }
}"
"<org.apache.cordova.engine.SystemWebViewClient: void setAuthenticationToken(org.apache.cordova.AuthenticationToken,java.lang.String,java.lang.String)>","public void setAuthenticationToken(AuthenticationToken authenticationToken, String str, String str2) {
    if (str == null) {
        str = """";
    }
    if (str2 == null) {
        str2 = """";
    }
    this.authenticationTokens.put(str.concat(str2), authenticationToken);
}"
"<org.apache.cordova.engine.SystemWebViewClient: boolean needsSpecialsInAssetUrlFix(android.net.Uri)>","private static boolean needsSpecialsInAssetUrlFix(Uri uri) {
    if (CordovaResourceApi.getUriType(uri) != 1) {
        return false;
    }
    if (uri.getQuery() != null || uri.getFragment() != null) {
        return true;
    }
    if (!uri.toString().contains(""%"")) {
    }
    return false;
}"
"<org.apache.cordova.engine.SystemWebViewClient: boolean needsContentUrlFix(android.net.Uri)>","private static boolean needsContentUrlFix(Uri uri) {
    return ""content"".equals(uri.getScheme());
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onReceivedSslError(android.webkit.WebView,android.webkit.SslErrorHandler,android.net.http.SslError)>","// android.webkit.WebViewClient
@Override
public void onReceivedSslError(WebView webView, SslErrorHandler sslErrorHandler, SslError sslError) {
    try {
        if ((this.parentEngine.f5cordova.getActivity().getPackageManager().getApplicationInfo(this.parentEngine.f5cordova.getActivity().getPackageName(), 128).flags & 2) != 0) {
            sslErrorHandler.proceed();
        } else {
            super.onReceivedSslError(webView, sslErrorHandler, sslError);
        }
    } catch (PackageManager.NameNotFoundException unused) {
        super.onReceivedSslError(webView, sslErrorHandler, sslError);
    }
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onReceivedError(android.webkit.WebView,int,java.lang.String,java.lang.String)>","// android.webkit.WebViewClient
@Override
public void onReceivedError(WebView webView, int i, String str, String str2) {
    if (this.isCurrentlyLoading) {
        LOG.d(TAG, ""CordovaWebViewClient.onReceivedError: Error code=%s Description=%s URL=%s"", Integer.valueOf(i), str, str2);
        if (i == -10) {
            this.parentEngine.client.clearLoadTimeoutTimer();
            if (webView.canGoBack()) {
                webView.goBack();
                return;
            }
            super.onReceivedError(webView, i, str, str2);
        }
        this.parentEngine.client.onReceivedError(i, str, str2);
    }
}"
"<org.apache.cordova.engine.SystemWebViewClient: void onPageStarted(android.webkit.WebView,java.lang.String,android.graphics.Bitmap)>","// android.webkit.WebViewClient
@Override
public void onPageStarted(WebView webView, String str, Bitmap bitmap) {
    super.onPageStarted(webView, str, bitmap);
    this.isCurrentlyLoading = true;
    this.parentEngine.bridge.reset();
    this.parentEngine.client.onPageStarted(str);
}"
"<org.apache.cordova.engine.SystemWebViewClient: boolean shouldOverrideUrlLoading(android.webkit.WebView,java.lang.String)>","// android.webkit.WebViewClient
@Override
public boolean shouldOverrideUrlLoading(WebView webView, String str) {
    return this.parentEngine.client.onNavigationAttempt(str);
}"
"<org.apache.cordova.CallbackMap: int registerCallback(org.apache.cordova.CordovaPlugin,int)>","public synchronized int registerCallback(CordovaPlugin cordovaPlugin, int i) {
    int i2;
    i2 = this.currentCallbackId;
    this.currentCallbackId = i2 + 1;
    this.callbacks.put(i2, new Pair<>(cordovaPlugin, Integer.valueOf(i)));
    return i2;
}"
"<shaded.org.apache.commons.codec.BinaryDecoder: byte[] decode(byte[])>","byte[] decode(byte[] bArr) throws DecoderException;"
"<shaded.org.apache.commons.codec.language.AbstractCaverphone: boolean isEncodeEqual(java.lang.String,java.lang.String)>","public boolean isEncodeEqual(String str, String str2) throws EncoderException {
    return encode(str).equals(encode(str2));
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(java.nio.ByteBuffer,boolean)>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(byte[],char[])>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] decode(byte[])>","// shaded.org.apache.commons.codec.BinaryDecoder
@Override
public byte[] decode(byte[] bArr) throws DecoderException {
    return decodeHex(new String(bArr, getCharset()).toCharArray());
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] decode(java.nio.ByteBuffer)>","// shaded.org.apache.commons.codec.BinaryDecoder
@Override
public byte[] decode(byte[] bArr) throws DecoderException {
    return decodeHex(new String(bArr, getCharset()).toCharArray());
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] encode(java.nio.ByteBuffer)>","// shaded.org.apache.commons.codec.BinaryEncoder
@Override
public byte[] encode(byte[] bArr) {
    return encodeHexString(bArr).getBytes(getCharset());
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(java.nio.ByteBuffer)>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(java.nio.ByteBuffer,char[])>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(byte[])>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: char[] encodeHex(byte[],boolean)>","public static char[] encodeHex(byte[] bArr) {
    return encodeHex(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] decodeHex(char[])>","public static byte[] decodeHex(String str) throws DecoderException {
    return decodeHex(str.toCharArray());
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] encode(byte[])>","// shaded.org.apache.commons.codec.BinaryEncoder
@Override
public byte[] encode(byte[] bArr) {
    return encodeHexString(bArr).getBytes(getCharset());
}"
"<shaded.org.apache.commons.codec.binary.Hex: int toDigit(char,int)>","protected static int toDigit(char c, int i) throws DecoderException {
    int digit = Character.digit(c, 16);
    if (digit != -1) {
        return digit;
    }
    throw new DecoderException(""Illegal hexadecimal character "" + c + "" at index "" + i);
}"
"<shaded.org.apache.commons.codec.binary.Hex: byte[] decodeHex(java.lang.String)>","public static byte[] decodeHex(String str) throws DecoderException {
    return decodeHex(str.toCharArray());
}"
"<org.apache.cordova.CordovaPreferences: boolean contains(java.lang.String)>","public boolean contains(String str) {
    return getString(str, null) != null;
}"
"<org.apache.cordova.CordovaPreferences: void setPreferencesBundle(android.os.Bundle)>","public void setPreferencesBundle(Bundle bundle) {
    this.preferencesBundleExtras = bundle;
}"
"<org.apache.cordova.CordovaPreferences: double getDouble(java.lang.String,double)>","public double getDouble(String str, double d) {
    String str2 = this.prefs.get(str.toLowerCase(Locale.ENGLISH));
    return str2 != null ? Double.valueOf(str2).doubleValue() : d;
}"
"<org.apache.cordova.CordovaPreferences: void set(java.lang.String,java.lang.String)>","public void set(String str, String str2) {
    this.prefs.put(str.toLowerCase(Locale.ENGLISH), str2);
}"
"<org.apache.cordova.CordovaPreferences: int getInteger(java.lang.String,int)>","public int getInteger(String str, int i) {
    String str2 = this.prefs.get(str.toLowerCase(Locale.ENGLISH));
    return str2 != null ? (int) Long.decode(str2).longValue() : i;
}"
"<org.apache.cordova.CordovaPreferences: void set(java.lang.String,boolean)>","public void set(String str, String str2) {
    this.prefs.put(str.toLowerCase(Locale.ENGLISH), str2);
}"
"<org.apache.cordova.CordovaPreferences: void set(java.lang.String,double)>","public void set(String str, String str2) {
    this.prefs.put(str.toLowerCase(Locale.ENGLISH), str2);
}"
"<org.apache.cordova.CordovaPreferences: void set(java.lang.String,int)>","public void set(String str, String str2) {
    this.prefs.put(str.toLowerCase(Locale.ENGLISH), str2);
}"
"<org.apache.cordova.CordovaPreferences: boolean getBoolean(java.lang.String,boolean)>","public boolean getBoolean(String str, boolean z) {
    String str2 = this.prefs.get(str.toLowerCase(Locale.ENGLISH));
    return str2 != null ? Boolean.parseBoolean(str2) : z;
}"
"<shaded.org.apache.commons.codec.binary.CharSequenceUtils: boolean regionMatches(java.lang.CharSequence,boolean,int,java.lang.CharSequence,int,int)>","/* JADX INFO: Access modifiers changed from: package-private */
public static boolean regionMatches(CharSequence charSequence, boolean z, int i, CharSequence charSequence2, int i2, int i3) {
    if ((charSequence instanceof String) && (charSequence2 instanceof String)) {
        return ((String) charSequence).regionMatches(z, i, (String) charSequence2, i2, i3);
    }
    while (true) {
        int i4 = i3 - 1;
        if (i3 <= 0) {
            return true;
        }
        int i5 = i + 1;
        char charAt = charSequence.charAt(i);
        int i6 = i2 + 1;
        char charAt2 = charSequence2.charAt(i2);
        if (charAt != charAt2) {
            if (!z) {
                return false;
            }
            if (Character.toUpperCase(charAt) != Character.toUpperCase(charAt2) && Character.toLowerCase(charAt) != Character.toLowerCase(charAt2)) {
                return false;
            }
        }
        i = i5;
        i3 = i4;
        i2 = i6;
    }
}"
"<org.apache.cordova.CordovaBridge: int generateBridgeSecret()>","int generateBridgeSecret() {
    this.expectedBridgeSecret = new SecureRandom().nextInt(Integer.MAX_VALUE);
    return this.expectedBridgeSecret;
}"
"<org.apache.cordova.CordovaBridge: void jsSetNativeToJsBridgeMode(int,int)>","public void jsSetNativeToJsBridgeMode(int i, int i2) throws IllegalAccessException {
    if (verifySecret(""setNativeToJsBridgeMode()"", i)) {
        this.jsMessageQueue.setBridgeMode(i2);
    }
}"
"<org.apache.cordova.CordovaBridge: boolean verifySecret(java.lang.String,int)>","private boolean verifySecret(String str, int i) throws IllegalAccessException {
    if (this.jsMessageQueue.isBridgeEnabled()) {
        if (this.expectedBridgeSecret >= 0 && i == this.expectedBridgeSecret) {
            return true;
        }
        LOG.e(LOG_TAG, ""Bridge access attempt with wrong secret token, possibly from malicious code. Disabling exec() bridge!"");
        clearBridgeSecret();
        throw new IllegalAccessException();
    }
    if (i == -1) {
        LOG.d(LOG_TAG, str + "" call made before bridge was enabled."");
        return false;
    }
    LOG.d(LOG_TAG, ""Ignoring "" + str + "" from previous page load."");
    return false;
}"
"<org.apache.cordova.CordovaBridge: boolean isSecretEstablished()>","public boolean isSecretEstablished() {
    return this.expectedBridgeSecret != -1;
}"
"<org.apache.cordova.CordovaBridge: void clearBridgeSecret()>","void clearBridgeSecret() {
    this.expectedBridgeSecret = -1;
}"
"<org.apache.cordova.CordovaBridge: void reset()>","public void reset() {
    this.jsMessageQueue.reset();
    clearBridgeSecret();
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: void encode(byte[],int,int,shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
public abstract void encode(byte[] bArr, int i, int i2, Context context);"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean isInAlphabet(java.lang.String)>","protected abstract boolean isInAlphabet(byte b);"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: long getEncodedLength(byte[])>","public long getEncodedLength(byte[] bArr) {
    int length = bArr.length;
    int i = this.unencodedBlockSize;
    long j = (((length + i) - 1) / i) * this.encodedBlockSize;
    int i2 = this.lineLength;
    return i2 > 0 ? j + ((((i2 + j) - 1) / i2) * this.chunkSeparatorLength) : j;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: int getDefaultBufferSize()>","protected int getDefaultBufferSize() {
    return DEFAULT_BUFFER_SIZE;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] encode(byte[],int,int)>","// shaded.org.apache.commons.codec.BinaryEncoder
@Override
public byte[] encode(byte[] bArr) {
    return (bArr == null || bArr.length == 0) ? bArr : encode(bArr, 0, bArr.length);
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] decode(byte[])>","public byte[] decode(String str) {
    return decode(StringUtils.getBytesUtf8(str));
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: void decode(byte[],int,int,shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
public abstract void decode(byte[] bArr, int i, int i2, Context context);"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean containsAlphabetOrPad(byte[])>","/* JADX INFO: Access modifiers changed from: protected */
public boolean containsAlphabetOrPad(byte[] bArr) {
    if (bArr == null) {
        return false;
    }
    for (byte b : bArr) {
        if (this.pad == b || isInAlphabet(b)) {
            return true;
        }
    }
    return false;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean isWhiteSpace(byte)>","/* JADX INFO: Access modifiers changed from: protected */
public static boolean isWhiteSpace(byte b) {
    return b == 9 || b == 10 || b == 13 || b == 32;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] resizeBuffer(shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","private byte[] resizeBuffer(Context context) {
    if (context.buffer == null) {
        context.buffer = new byte[getDefaultBufferSize()];
        context.pos = 0;
        context.readPos = 0;
    } else {
        byte[] bArr = new byte[context.buffer.length * 2];
        System.arraycopy(context.buffer, 0, bArr, 0, context.buffer.length);
        context.buffer = bArr;
    }
    return context.buffer;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] ensureBufferSize(int,shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: protected */
public byte[] ensureBufferSize(int i, Context context) {
    if (context.buffer == null || context.buffer.length < context.pos + i) {
        return resizeBuffer(context);
    }
    return context.buffer;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean isInAlphabet(byte[],boolean)>","protected abstract boolean isInAlphabet(byte b);"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: int readResults(byte[],int,int,shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
public int readResults(byte[] bArr, int i, int i2, Context context) {
    if (context.buffer == null) {
        return context.eof ? -1 : 0;
    }
    int min = Math.min(available(context), i2);
    System.arraycopy(context.buffer, context.readPos, bArr, i, min);
    context.readPos += min;
    if (context.readPos >= context.pos) {
        context.buffer = null;
    }
    return min;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] encode(byte[])>","// shaded.org.apache.commons.codec.BinaryEncoder
@Override
public byte[] encode(byte[] bArr) {
    return (bArr == null || bArr.length == 0) ? bArr : encode(bArr, 0, bArr.length);
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean hasData(shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
public boolean hasData(Context context) {
    return context.buffer != null;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: int available(shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
public int available(Context context) {
    if (context.buffer != null) {
        return context.pos - context.readPos;
    }
    return 0;
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: byte[] decode(java.lang.String)>","public byte[] decode(String str) {
    return decode(StringUtils.getBytesUtf8(str));
}"
"<shaded.org.apache.commons.codec.binary.BaseNCodec: boolean isInAlphabet(byte)>","protected abstract boolean isInAlphabet(byte b);"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] encodeBase64URLSafe(byte[])>","public static byte[] encodeBase64URLSafe(byte[] bArr) {
    return encodeBase64(bArr, false, true);
}"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] encodeBase64(byte[],boolean,boolean,int)>","public static byte[] encodeBase64(byte[] bArr) {
    return encodeBase64(bArr, false);
}"
"<shaded.org.apache.commons.codec.binary.Base64: void decode(byte[],int,int,shaded.org.apache.commons.codec.binary.BaseNCodec$Context)>","/* JADX INFO: Access modifiers changed from: package-private */
// shaded.org.apache.commons.codec.binary.BaseNCodec
@Override
public void decode(byte[] bArr, int i, int i2, BaseNCodec.Context context) {
    byte b;
    if (context.eof) {
        return;
    }
    if (i2 < 0) {
        context.eof = true;
    }
    int i3 = 0;
    while (true) {
        if (i3 >= i2) {
            break;
        }
        byte[] ensureBufferSize = ensureBufferSize(this.decodeSize, context);
        int i4 = i + 1;
        byte b2 = bArr[i];
        if (b2 == this.pad) {
            context.eof = true;
            break;
        }
        if (b2 >= 0) {
            byte[] bArr2 = DECODE_TABLE;
            if (b2 < bArr2.length && (b = bArr2[b2]) >= 0) {
                context.modulus = (context.modulus + 1) % 4;
                context.ibitWorkArea = (context.ibitWorkArea << 6) + b;
                if (context.modulus == 0) {
                    int i5 = context.pos;
                    context.pos = i5 + 1;
                    ensureBufferSize[i5] = (byte) ((context.ibitWorkArea >> 16) & 255);
                    int i6 = context.pos;
                    context.pos = i6 + 1;
                    ensureBufferSize[i6] = (byte) ((context.ibitWorkArea >> 8) & 255);
                    int i7 = context.pos;
                    context.pos = i7 + 1;
                    ensureBufferSize[i7] = (byte) (context.ibitWorkArea & 255);
                }
            }
        }
        i3++;
        i = i4;
    }
    if (!context.eof || context.modulus == 0) {
        return;
    }
    byte[] ensureBufferSize2 = ensureBufferSize(this.decodeSize, context);
    int i8 = context.modulus;
    if (i8 != 1) {
        if (i8 == 2) {
            context.ibitWorkArea >>= 4;
            int i9 = context.pos;
            context.pos = i9 + 1;
            ensureBufferSize2[i9] = (byte) (context.ibitWorkArea & 255);
            return;
        }
        if (i8 == 3) {
            context.ibitWorkArea >>= 2;
            int i10 = context.pos;
            context.pos = i10 + 1;
            ensureBufferSize2[i10] = (byte) ((context.ibitWorkArea >> 8) & 255);
            int i11 = context.pos;
            context.pos = i11 + 1;
            ensureBufferSize2[i11] = (byte) (context.ibitWorkArea & 255);
            return;
        }
        throw new IllegalStateException(""Impossible modulus "" + context.modulus);
    }
}"
"<shaded.org.apache.commons.codec.binary.Base64: boolean isBase64(byte[])>","public static boolean isBase64(byte b) {
    if (b != 61) {
        if (b >= 0) {
            byte[] bArr = DECODE_TABLE;
            if (b >= bArr.length || bArr[b] == -1) {
            }
        }
        return false;
    }
    return true;
}"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] encodeBase64(byte[])>","public static byte[] encodeBase64(byte[] bArr) {
    return encodeBase64(bArr, false);
}"
"<shaded.org.apache.commons.codec.binary.Base64: boolean isInAlphabet(byte)>","// shaded.org.apache.commons.codec.binary.BaseNCodec
@Override
protected boolean isInAlphabet(byte b) {
    if (b >= 0) {
        byte[] bArr = this.decodeTable;
        if (b < bArr.length && bArr[b] != -1) {
            return true;
        }
    }
    return false;
}"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] decodeBase64(java.lang.String)>","public static byte[] decodeBase64(String str) {
    return new Base64().decode(str);
}"
"<shaded.org.apache.commons.codec.binary.Base64: boolean isUrlSafe()>","public boolean isUrlSafe() {
    return this.encodeTable == URL_SAFE_ENCODE_TABLE;
}"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] encodeBase64Chunked(byte[])>","public static byte[] encodeBase64Chunked(byte[] bArr) {
    return encodeBase64(bArr, true);
}"
"<shaded.org.apache.commons.codec.binary.Base64: byte[] encodeBase64(byte[],boolean,boolean)>","public static byte[] encodeBase64(byte[] bArr) {
    return encodeBase64(bArr, false);
}"
"<shaded.org.apache.commons.codec.binary.Base64: boolean isArrayByteBase64(byte[])>","@Deprecated
public static boolean isArrayByteBase64(byte[] bArr) {
    return isBase64(bArr);
}"
"<shaded.org.apache.commons.codec.binary.Base64: boolean isBase64(byte)>","public static boolean isBase64(byte b) {
    if (b != 61) {
        if (b >= 0) {
            byte[] bArr = DECODE_TABLE;
            if (b >= bArr.length || bArr[b] == -1) {
            }
        }
        return false;
    }
    return true;
}"
