"descriptor","code"
"<android.graphics.Typeface: android.graphics.Typeface create(java.lang.String,int)>","<android.graphics.Typeface: android.graphics.Typeface create(java.lang.String,int)>"
"<android.content.pm.InstrumentationInfo: void <init>(android.content.pm.InstrumentationInfo)>","<android.content.pm.InstrumentationInfo: void <init>(android.content.pm.InstrumentationInfo)>"
"<android.text.Spanned: int getSpanEnd(java.lang.Object)>","<android.text.Spanned: int getSpanEnd(java.lang.Object)>"
"<java.time.LocalDateTime: long until(java.time.temporal.Temporal,java.time.temporal.TemporalUnit)>","<java.time.LocalDateTime: long until(java.time.temporal.Temporal,java.time.temporal.TemporalUnit)>"
"<android.app.Fragment: android.os.Bundle getArguments()>","<android.app.Fragment: android.os.Bundle getArguments()>"
"<android.app.Activity: void onRestoreInstanceState(android.os.Bundle,android.os.PersistableBundle)>","<android.app.Activity: void onRestoreInstanceState(android.os.Bundle,android.os.PersistableBundle)>"
"<android.database.Cursor: boolean moveToFirst()>","<android.database.Cursor: boolean moveToFirst()>"
"<android.app.RemoteInput: int getEditChoicesBeforeSending()>","<android.app.RemoteInput: int getEditChoicesBeforeSending()>"
"<android.graphics.Region: boolean op(android.graphics.Region,android.graphics.Region,android.graphics.Region$Op)>","<android.graphics.Region: boolean op(android.graphics.Region,android.graphics.Region,android.graphics.Region$Op)>"
"<android.os.Parcel: void writeInterfaceToken(java.lang.String)>","<android.os.Parcel: void writeInterfaceToken(java.lang.String)>"
"<java.lang.Throwable: void addSuppressed(java.lang.Throwable)>","<java.lang.Throwable: void addSuppressed(java.lang.Throwable)>"
"<android.database.sqlite.SQLiteDatabase: void setCustomAggregateFunction(java.lang.String,java.util.function.BinaryOperator)>","<android.database.sqlite.SQLiteDatabase: void setCustomAggregateFunction(java.lang.String,java.util.function.BinaryOperator)>"
"<android.view.textclassifier.TextClassifierEvent$Builder: android.view.textclassifier.TextClassifierEvent$Builder setEventContext(android.view.textclassifier.TextClassificationContext)>","<android.view.textclassifier.TextClassifierEvent$Builder: android.view.textclassifier.TextClassifierEvent$Builder setEventContext(android.view.textclassifier.TextClassificationContext)>"
"<android.content.Intent: java.lang.String resolveType(android.content.Context)>","<android.content.Intent: java.lang.String resolveType(android.content.Context)>"
"<java.time.Duration: void <clinit>()>","<java.time.Duration: void <clinit>()>"
"<java.time.format.TextStyle: void <clinit>()>","<java.time.format.TextStyle: void <clinit>()>"
"<android.view.autofill.AutofillValue: boolean isToggle()>","<android.view.autofill.AutofillValue: boolean isToggle()>"
"<android.content.pm.Signature: byte[] toByteArray()>","<android.content.pm.Signature: byte[] toByteArray()>"
"<java.util.AbstractCollection: boolean contains(java.lang.Object)>","<java.util.AbstractCollection: boolean contains(java.lang.Object)>"
"<java.nio.file.FileSystem: java.lang.Iterable getFileStores()>","<java.nio.file.FileSystem: java.lang.Iterable getFileStores()>"
"<java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>","<java.lang.String: java.lang.String format(java.lang.String,java.lang.Object[])>"
"<android.view.WindowInsets$Builder: android.view.WindowInsets$Builder setDisplayCutout(android.view.DisplayCutout)>","<android.view.WindowInsets$Builder: android.view.WindowInsets$Builder setDisplayCutout(android.view.DisplayCutout)>"
"<java.lang.StringBuffer: int indexOf(java.lang.String)>","<java.lang.StringBuffer: int indexOf(java.lang.String)>"
"<android.widget.CompoundButton: void setButtonIcon(android.graphics.drawable.Icon)>","<android.widget.CompoundButton: void setButtonIcon(android.graphics.drawable.Icon)>"
"<android.view.InputDevice: java.lang.String getName()>","<android.view.InputDevice: java.lang.String getName()>"
"<android.view.ViewDebug$IntToString: java.lang.String 'to'()>","<android.view.ViewDebug$IntToString: java.lang.String 'to'()>"
"<android.graphics.Region: boolean union(android.graphics.Rect)>","<android.graphics.Region: boolean union(android.graphics.Rect)>"
"<android.app.assist.AssistContent: void <init>()>","<android.app.assist.AssistContent: void <init>()>"
"<java.lang.Byte: java.lang.String toString()>","<java.lang.Byte: java.lang.String toString()>"
"<java.util.stream.IntStream: java.util.stream.IntStream map(java.util.function.IntUnaryOperator)>","<java.util.stream.IntStream: java.util.stream.IntStream map(java.util.function.IntUnaryOperator)>"
"<android.widget.CheckedTextView: void <init>(android.content.Context,android.util.AttributeSet)>","<android.widget.CheckedTextView: void <init>(android.content.Context,android.util.AttributeSet)>"
"<android.view.animation.Transformation: void set(android.view.animation.Transformation)>","<android.view.animation.Transformation: void set(android.view.animation.Transformation)>"
"<android.app.Activity: boolean onCreateOptionsMenu(android.view.Menu)>","<android.app.Activity: boolean onCreateOptionsMenu(android.view.Menu)>"
"<android.app.Activity: void invalidateOptionsMenu()>","<android.app.Activity: void invalidateOptionsMenu()>"
"<android.content.IntentFilter: java.util.Iterator categoriesIterator()>","<android.content.IntentFilter: java.util.Iterator categoriesIterator()>"
"<android.view.WindowInsets$Builder: android.view.WindowInsets$Builder setTappableElementInsets(android.graphics.Insets)>","<android.view.WindowInsets$Builder: android.view.WindowInsets$Builder setTappableElementInsets(android.graphics.Insets)>"
"<android.view.textclassifier.TextSelection: int getSelectionStartIndex()>","<android.view.textclassifier.TextSelection: int getSelectionStartIndex()>"
"<java.lang.Class: java.lang.reflect.Type[] getGenericInterfaces()>","<java.lang.Class: java.lang.reflect.Type[] getGenericInterfaces()>"
"<java.util.Properties: java.util.Set stringPropertyNames()>","<java.util.Properties: java.util.Set stringPropertyNames()>"
"<android.content.pm.PackageInstaller$Session: void removeSplit(java.lang.String)>","<android.content.pm.PackageInstaller$Session: void removeSplit(java.lang.String)>"
"<java.lang.Math: int multiplyExact(int,int)>","<java.lang.Math: int multiplyExact(int,int)>"
"<android.graphics.ColorSpace: android.graphics.ColorSpace$Connector connect(android.graphics.ColorSpace,android.graphics.ColorSpace,android.graphics.ColorSpace$RenderIntent)>","<android.graphics.ColorSpace: android.graphics.ColorSpace$Connector connect(android.graphics.ColorSpace,android.graphics.ColorSpace,android.graphics.ColorSpace$RenderIntent)>"
"<java.time.OffsetTime: boolean isBefore(java.time.OffsetTime)>","<java.time.OffsetTime: boolean isBefore(java.time.OffsetTime)>"
"<android.view.Window: void setHideOverlayWindows(boolean)>","<android.view.Window: void setHideOverlayWindows(boolean)>"
"<java.net.NetworkInterface: boolean isLoopback()>","<java.net.NetworkInterface: boolean isLoopback()>"
"<android.view.ViewStub: int getInflatedId()>","<android.view.ViewStub: int getInflatedId()>"
"<android.content.Context: java.lang.CharSequence getText(int)>","<android.content.Context: java.lang.CharSequence getText(int)>"
"<android.graphics.ColorSpace$Model: int getComponentCount()>","<android.graphics.ColorSpace$Model: int getComponentCount()>"
"<android.content.Loader: void deliverCancellation()>","<android.content.Loader: void deliverCancellation()>"
"<java.util.regex.Matcher: java.util.regex.Matcher appendReplacement(java.lang.StringBuffer,java.lang.String)>","<java.util.regex.Matcher: java.util.regex.Matcher appendReplacement(java.lang.StringBuffer,java.lang.String)>"
"<java.text.AttributedCharacterIterator: int getRunLimit(java.util.Set)>","<java.text.AttributedCharacterIterator: int getRunLimit(java.util.Set)>"
"<android.content.res.AssetFileDescriptor$AutoCloseInputStream: void <init>(android.content.res.AssetFileDescriptor)>","<android.content.res.AssetFileDescriptor$AutoCloseInputStream: void <init>(android.content.res.AssetFileDescriptor)>"
"<android.graphics.Region: void <init>(int,int,int,int)>","<android.graphics.Region: void <init>(int,int,int,int)>"
"<android.media.session.MediaController$TransportControls: void <init>(android.media.session.MediaController)>","<android.media.session.MediaController$TransportControls: void <init>(android.media.session.MediaController)>"
"<android.view.Menu: void setQwertyMode(boolean)>","<android.view.Menu: void setQwertyMode(boolean)>"
"<java.net.DatagramSocketImpl: void setTTL(byte)>","<java.net.DatagramSocketImpl: void setTTL(byte)>"
"<android.view.View: void getDrawingRect(android.graphics.Rect)>","<android.view.View: void getDrawingRect(android.graphics.Rect)>"
"<java.lang.Byte: int compareTo(java.lang.Object)>","<java.lang.Byte: int compareTo(java.lang.Object)>"
"<android.view.ViewStructure: int getChildCount()>","<android.view.ViewStructure: int getChildCount()>"
"<android.view.View: void onVisibilityChanged(android.view.View,int)>","<android.view.View: void onVisibilityChanged(android.view.View,int)>"
"<android.view.ViewGroup: android.view.ViewGroup$LayoutParams generateLayoutParams(android.util.AttributeSet)>","<android.view.ViewGroup: android.view.ViewGroup$LayoutParams generateLayoutParams(android.util.AttributeSet)>"
"<android.graphics.Canvas: boolean isOpaque()>","<android.graphics.Canvas: boolean isOpaque()>"
"<java.nio.channels.SelectionKey: int interestOps()>","<java.nio.channels.SelectionKey: int interestOps()>"
"<android.widget.Toolbar: void setContentInsetEndWithActions(int)>","<android.widget.Toolbar: void setContentInsetEndWithActions(int)>"
"<android.media.VolumeShaper: void finalize()>","<android.media.VolumeShaper: void finalize()>"
"<org.xml.sax.InputSource: void <init>(java.lang.String)>","<org.xml.sax.InputSource: void <init>(java.lang.String)>"
"<android.widget.GridLayout: boolean isRowOrderPreserved()>","<android.widget.GridLayout: boolean isRowOrderPreserved()>"
"<android.icu.util.ULocale: java.lang.String getDisplayLanguageWithDialect(android.icu.util.ULocale)>","<android.icu.util.ULocale: java.lang.String getDisplayLanguageWithDialect(android.icu.util.ULocale)>"
"<android.widget.ProgressBar: int getMaxHeight()>","<android.widget.ProgressBar: int getMaxHeight()>"
"<android.graphics.fonts.Font$Builder: void <init>(android.content.res.Resources,int)>","<android.graphics.fonts.Font$Builder: void <init>(android.content.res.Resources,int)>"
"<android.content.LocusId: void <clinit>()>","<android.content.LocusId: void <clinit>()>"
"<java.util.stream.Stream: java.lang.Object collect(java.util.stream.Collector)>","<java.util.stream.Stream: java.lang.Object collect(java.util.stream.Collector)>"
"<android.view.textclassifier.TextClassifier$EntityConfig: android.view.textclassifier.TextClassifier$EntityConfig create(java.util.Collection,java.util.Collection,java.util.Collection)>","<android.view.textclassifier.TextClassifier$EntityConfig: android.view.textclassifier.TextClassifier$EntityConfig create(java.util.Collection,java.util.Collection,java.util.Collection)>"
"<android.media.MediaMetadata$Builder: void <init>(android.media.MediaMetadata)>","<android.media.MediaMetadata$Builder: void <init>(android.media.MediaMetadata)>"
"<java.io.RandomAccessFile: long length()>","<java.io.RandomAccessFile: long length()>"
"<android.graphics.Picture: void finalize()>","<android.graphics.Picture: void finalize()>"
"<android.os.Process: void killProcess(int)>","<android.os.Process: void killProcess(int)>"
"<java.util.concurrent.ExecutorService: boolean isTerminated()>","<java.util.concurrent.ExecutorService: boolean isTerminated()>"
"<android.media.Session2Token: void <init>(android.content.Context,android.content.ComponentName)>","<android.media.Session2Token: void <init>(android.content.Context,android.content.ComponentName)>"
"<android.graphics.Path: void toggleInverseFillType()>","<android.graphics.Path: void toggleInverseFillType()>"
"<android.view.SurfaceControlViewHost: void relayout(int,int)>","<android.view.SurfaceControlViewHost: void relayout(int,int)>"
"<android.content.Intent: android.content.Intent putExtras(android.os.Bundle)>","<android.content.Intent: android.content.Intent putExtras(android.os.Bundle)>"
"<java.nio.channels.AsynchronousFileChannel: java.util.concurrent.Future lock(long,long,boolean)>","<java.nio.channels.AsynchronousFileChannel: java.util.concurrent.Future lock(long,long,boolean)>"
"<android.widget.AbsListView: boolean isFastScrollAlwaysVisible()>","<android.widget.AbsListView: boolean isFastScrollAlwaysVisible()>"
"<java.nio.channels.FileLock: java.nio.channels.FileChannel channel()>","<java.nio.channels.FileLock: java.nio.channels.FileChannel channel()>"
"<java.time.chrono.Chronology: java.time.chrono.ChronoZonedDateTime zonedDateTime(java.time.temporal.TemporalAccessor)>","<java.time.chrono.Chronology: java.time.chrono.ChronoZonedDateTime zonedDateTime(java.time.temporal.TemporalAccessor)>"
"<java.time.ZonedDateTime: java.time.ZonedDateTime withHour(int)>","<java.time.ZonedDateTime: java.time.ZonedDateTime withHour(int)>"
"<android.widget.TextView: android.view.ActionMode$Callback getCustomSelectionActionModeCallback()>","<android.widget.TextView: android.view.ActionMode$Callback getCustomSelectionActionModeCallback()>"
"<android.view.View: void setFadingEdgeLength(int)>","<android.view.View: void setFadingEdgeLength(int)>"
"<android.widget.GridLayout: void setColumnCount(int)>","<android.widget.GridLayout: void setColumnCount(int)>"
"<android.view.ViewGroup: void addView(android.view.View,int)>","<android.view.ViewGroup: void addView(android.view.View,int)>"
"<java.nio.charset.CharsetEncoder: void implReplaceWith(byte[])>","<java.nio.charset.CharsetEncoder: void implReplaceWith(byte[])>"
"<android.view.ActionMode: void onWindowFocusChanged(boolean)>","<android.view.ActionMode: void onWindowFocusChanged(boolean)>"
"<java.time.chrono.ChronoPeriod: boolean equals(java.lang.Object)>","<java.time.chrono.ChronoPeriod: boolean equals(java.lang.Object)>"
"<android.graphics.PorterDuff$Mode: android.graphics.PorterDuff$Mode[] values()>","<android.graphics.PorterDuff$Mode: android.graphics.PorterDuff$Mode[] values()>"
"<java.util.ListIterator: void add(java.lang.Object)>","<java.util.ListIterator: void add(java.lang.Object)>"
"<android.graphics.RenderNode: float getRotationY()>","<android.graphics.RenderNode: float getRotationY()>"
"<java.time.ZoneOffset: int hashCode()>","<java.time.ZoneOffset: int hashCode()>"
"<android.graphics.ColorSpace: android.graphics.ColorSpace adapt(android.graphics.ColorSpace,float[])>","<android.graphics.ColorSpace: android.graphics.ColorSpace adapt(android.graphics.ColorSpace,float[])>"
"<java.net.ServerSocket: boolean isClosed()>","<java.net.ServerSocket: boolean isClosed()>"
"<android.app.Activity: void onWindowAttributesChanged(android.view.WindowManager$LayoutParams)>","<android.app.Activity: void onWindowAttributesChanged(android.view.WindowManager$LayoutParams)>"
"<android.view.inputmethod.InputContentInfo: int describeContents()>","<android.view.inputmethod.InputContentInfo: int describeContents()>"
"<android.view.ViewPropertyAnimator: android.view.ViewPropertyAnimator rotationX(float)>","<android.view.ViewPropertyAnimator: android.view.ViewPropertyAnimator rotationX(float)>"
"<android.view.inputmethod.InputConnection: boolean setSelection(int,int)>","<android.view.inputmethod.InputConnection: boolean setSelection(int,int)>"
"<android.graphics.Insets: int describeContents()>","<android.graphics.Insets: int describeContents()>"
"<java.lang.Character: boolean isMirrored(char)>","<java.lang.Character: boolean isMirrored(char)>"
"<android.content.ContentResolver: java.io.OutputStream openOutputStream(android.net.Uri)>","<android.content.ContentResolver: java.io.OutputStream openOutputStream(android.net.Uri)>"
"<java.nio.channels.SelectionKey: java.nio.channels.SelectableChannel channel()>","<java.nio.channels.SelectionKey: java.nio.channels.SelectableChannel channel()>"
"<android.view.View: void setScreenReaderFocusable(boolean)>","<android.view.View: void setScreenReaderFocusable(boolean)>"
"<java.time.temporal.ValueRange: boolean isFixed()>","<java.time.temporal.ValueRange: boolean isFixed()>"
"<android.view.textclassifier.TextLinks$Builder: android.view.textclassifier.TextLinks build()>","<android.view.textclassifier.TextLinks$Builder: android.view.textclassifier.TextLinks build()>"
"<android.view.textclassifier.TextLinks$TextLink: int describeContents()>","<android.view.textclassifier.TextLinks$TextLink: int describeContents()>"
"<java.io.PrintWriter: void println(float)>","<java.io.PrintWriter: void println(float)>"
"<android.view.textclassifier.TextClassifier: void <clinit>()>","<android.view.textclassifier.TextClassifier: void <clinit>()>"
"<android.app.Notification$InboxStyle: void <init>(android.app.Notification$Builder)>","<android.app.Notification$InboxStyle: void <init>(android.app.Notification$Builder)>"
"<java.util.stream.Collector: java.util.function.BinaryOperator combiner()>","<java.util.stream.Collector: java.util.function.BinaryOperator combiner()>"
"<android.view.Window: android.view.View findViewById(int)>","<android.view.Window: android.view.View findViewById(int)>"
"<android.view.View: void setOnCreateContextMenuListener(android.view.View$OnCreateContextMenuListener)>","<android.view.View: void setOnCreateContextMenuListener(android.view.View$OnCreateContextMenuListener)>"
"<java.nio.ShortBuffer: java.nio.ShortBuffer wrap(short[],int,int)>","<java.nio.ShortBuffer: java.nio.ShortBuffer wrap(short[],int,int)>"
"<java.time.Instant: java.time.Instant plus(long,java.time.temporal.TemporalUnit)>","<java.time.Instant: java.time.Instant plus(long,java.time.temporal.TemporalUnit)>"
"<android.content.pm.ActivityInfo: java.lang.String toString()>","<android.content.pm.ActivityInfo: java.lang.String toString()>"
"<android.widget.ImageView: void setImageTintList(android.content.res.ColorStateList)>","<android.widget.ImageView: void setImageTintList(android.content.res.ColorStateList)>"
"<org.json.JSONObject: double optDouble(java.lang.String)>","<org.json.JSONObject: double optDouble(java.lang.String)>"
"<android.view.View: void setRotationY(float)>","<android.view.View: void setRotationY(float)>"
"<java.lang.Float: short shortValue()>","<java.lang.Float: short shortValue()>"
"<java.util.PrimitiveIterator$OfDouble: java.lang.Double next()>","<java.util.PrimitiveIterator$OfDouble: java.lang.Double next()>"
"<java.security.cert.Certificate: void verify(java.security.PublicKey,java.lang.String)>","<java.security.cert.Certificate: void verify(java.security.PublicKey,java.lang.String)>"
"<java.lang.Integer: int numberOfLeadingZeros(int)>","<java.lang.Integer: int numberOfLeadingZeros(int)>"
"<android.app.SharedElementCallback: void <init>()>","<android.app.SharedElementCallback: void <init>()>"
"<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>","<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>"
"<android.view.ViewGroup: boolean hasFocus()>","<android.view.ViewGroup: boolean hasFocus()>"
"<java.nio.channels.DatagramChannel: java.net.DatagramSocket socket()>","<java.nio.channels.DatagramChannel: java.net.DatagramSocket socket()>"
"<android.media.session.PlaybackState$Builder: android.media.session.PlaybackState$Builder setState(int,long,float)>","<android.media.session.PlaybackState$Builder: android.media.session.PlaybackState$Builder setState(int,long,float)>"
"<java.util.concurrent.atomic.AtomicInteger: double doubleValue()>","<java.util.concurrent.atomic.AtomicInteger: double doubleValue()>"
"<java.lang.SecurityManager: void checkMulticast(java.net.InetAddress)>","<java.lang.SecurityManager: void checkMulticast(java.net.InetAddress)>"
"<android.view.WindowManager$InvalidDisplayException: void <init>(java.lang.String)>","<android.view.WindowManager$InvalidDisplayException: void <init>(java.lang.String)>"
"<android.view.translation.TranslationSpec: boolean equals(java.lang.Object)>","<android.view.translation.TranslationSpec: boolean equals(java.lang.Object)>"
"<android.hardware.SensorDirectChannel: void finalize()>","<android.hardware.SensorDirectChannel: void finalize()>"
"<android.content.pm.ConfigurationInfo: void <init>(android.content.pm.ConfigurationInfo)>","<android.content.pm.ConfigurationInfo: void <init>(android.content.pm.ConfigurationInfo)>"
"<java.nio.file.WatchService: java.nio.file.WatchKey take()>","<java.nio.file.WatchService: java.nio.file.WatchKey take()>"
"<java.time.ZoneOffset: java.lang.String toString()>","<java.time.ZoneOffset: java.lang.String toString()>"
"<android.graphics.Bitmap: int getScaledHeight(android.util.DisplayMetrics)>","<android.graphics.Bitmap: int getScaledHeight(android.util.DisplayMetrics)>"
"<android.app.Application: void registerActivityLifecycleCallbacks(android.app.Application$ActivityLifecycleCallbacks)>","<android.app.Application: void registerActivityLifecycleCallbacks(android.app.Application$ActivityLifecycleCallbacks)>"
"<android.util.TypedValue: float complexToFraction(int,float,float)>","<android.util.TypedValue: float complexToFraction(int,float,float)>"
"<android.view.textclassifier.TextClassification: java.lang.String getText()>","<android.view.textclassifier.TextClassification: java.lang.String getText()>"
"<java.time.temporal.ChronoField: java.time.temporal.TemporalUnit getRangeUnit()>","<java.time.temporal.ChronoField: java.time.temporal.TemporalUnit getRangeUnit()>"
"<java.time.format.DecimalStyle: char getPositiveSign()>","<java.time.format.DecimalStyle: char getPositiveSign()>"
"<android.graphics.Matrix: boolean postScale(float,float)>","<android.graphics.Matrix: boolean postScale(float,float)>"
"<android.content.ContextWrapper: android.content.Context createDisplayContext(android.view.Display)>","<android.content.ContextWrapper: android.content.Context createDisplayContext(android.view.Display)>"
"<android.app.ActionBar$Tab: int getPosition()>","<android.app.ActionBar$Tab: int getPosition()>"
"<android.app.FragmentTransaction: android.app.FragmentTransaction setPrimaryNavigationFragment(android.app.Fragment)>","<android.app.FragmentTransaction: android.app.FragmentTransaction setPrimaryNavigationFragment(android.app.Fragment)>"
"<java.math.BigInteger: java.math.BigInteger probablePrime(int,java.util.Random)>","<java.math.BigInteger: java.math.BigInteger probablePrime(int,java.util.Random)>"
"<java.lang.ClassFormatError: void <init>(java.lang.String)>","<java.lang.ClassFormatError: void <init>(java.lang.String)>"
"<android.widget.AbsListView: void onDetachedFromWindow()>","<android.widget.AbsListView: void onDetachedFromWindow()>"
"<java.util.stream.DoubleStream: java.util.stream.DoubleStream of(double[])>","<java.util.stream.DoubleStream: java.util.stream.DoubleStream of(double[])>"
"<android.view.View: void setKeyboardNavigationCluster(boolean)>","<android.view.View: void setKeyboardNavigationCluster(boolean)>"
"<android.widget.TextView: void setEllipsize(android.text.TextUtils$TruncateAt)>","<android.widget.TextView: void setEllipsize(android.text.TextUtils$TruncateAt)>"
"<org.xml.sax.ContentHandler: void characters(char[],int,int)>","<org.xml.sax.ContentHandler: void characters(char[],int,int)>"
"<java.nio.charset.CharsetEncoder: void <init>(java.nio.charset.Charset,float,float,byte[])>","<java.nio.charset.CharsetEncoder: void <init>(java.nio.charset.Charset,float,float,byte[])>"
"<java.util.Hashtable: boolean equals(java.lang.Object)>","<java.util.Hashtable: boolean equals(java.lang.Object)>"
"<android.media.MediaDrm$OnExpirationUpdateListener: void onExpirationUpdate(android.media.MediaDrm,byte[],long)>","<android.media.MediaDrm$OnExpirationUpdateListener: void onExpirationUpdate(android.media.MediaDrm,byte[],long)>"
"<java.nio.ByteBuffer: java.nio.Buffer position(int)>","<java.nio.ByteBuffer: java.nio.Buffer position(int)>"
"<android.app.Fragment: void setExitTransition(android.transition.Transition)>","<android.app.Fragment: void setExitTransition(android.transition.Transition)>"
"<java.util.Properties: void loadFromXML(java.io.InputStream)>","<java.util.Properties: void loadFromXML(java.io.InputStream)>"
"<java.lang.'annotation'.RetentionPolicy: java.lang.'annotation'.RetentionPolicy[] values()>","<java.lang.'annotation'.RetentionPolicy: java.lang.'annotation'.RetentionPolicy[] values()>"
"<java.lang.System: java.lang.String mapLibraryName(java.lang.String)>","<java.lang.System: java.lang.String mapLibraryName(java.lang.String)>"
"<android.graphics.Matrix: boolean invert(android.graphics.Matrix)>","<android.graphics.Matrix: boolean invert(android.graphics.Matrix)>"
"<android.view.ViewStructure: void setReceiveContentMimeTypes(java.lang.String[])>","<android.view.ViewStructure: void setReceiveContentMimeTypes(java.lang.String[])>"
"<java.util.Locale: java.util.Set getUnicodeLocaleKeys()>","<java.util.Locale: java.util.Set getUnicodeLocaleKeys()>"
"<android.content.ContentProviderClient: android.content.res.AssetFileDescriptor openTypedAssetFileDescriptor(android.net.Uri,java.lang.String,android.os.Bundle)>","<android.content.ContentProviderClient: android.content.res.AssetFileDescriptor openTypedAssetFileDescriptor(android.net.Uri,java.lang.String,android.os.Bundle)>"
"<android.app.Service: void startForeground(int,android.app.Notification)>","<android.app.Service: void startForeground(int,android.app.Notification)>"
"<android.app.Notification$Builder: android.app.Notification$Builder setCustomBigContentView(android.widget.RemoteViews)>","<android.app.Notification$Builder: android.app.Notification$Builder setCustomBigContentView(android.widget.RemoteViews)>"
"<java.lang.String: java.lang.String copyValueOf(char[])>","<java.lang.String: java.lang.String copyValueOf(char[])>"
"<android.view.textclassifier.TextLinks$Request$Builder: android.view.textclassifier.TextLinks$Request$Builder setExtras(android.os.Bundle)>","<android.view.textclassifier.TextLinks$Request$Builder: android.view.textclassifier.TextLinks$Request$Builder setExtras(android.os.Bundle)>"
"<android.view.ViewGroup: void dispatchDisplayHint(int)>","<android.view.ViewGroup: void dispatchDisplayHint(int)>"
"<android.graphics.Outline: void <init>()>","<android.graphics.Outline: void <init>()>"
"<android.view.View: void setTransitionAlpha(float)>","<android.view.View: void setTransitionAlpha(float)>"
"<android.graphics.Movie: void <init>()>","<android.graphics.Movie: void <init>()>"
"<android.view.translation.TranslationSpec: int hashCode()>","<android.view.translation.TranslationSpec: int hashCode()>"
"<android.media.MediaDrm: boolean isCryptoSchemeSupported(java.util.UUID,java.lang.String,int)>","<android.media.MediaDrm: boolean isCryptoSchemeSupported(java.util.UUID,java.lang.String,int)>"
"<java.io.InputStream: int read(byte[],int,int)>","<java.io.InputStream: int read(byte[],int,int)>"
"<java.io.RandomAccessFile: void readFully(byte[])>","<java.io.RandomAccessFile: void readFully(byte[])>"
"<android.view.KeyEvent: boolean hasModifiers(int)>","<android.view.KeyEvent: boolean hasModifiers(int)>"
"<android.util.Rational: int getDenominator()>","<android.util.Rational: int getDenominator()>"
"<android.graphics.ColorSpace: android.graphics.ColorSpace get(android.graphics.ColorSpace$Named)>","<android.graphics.ColorSpace: android.graphics.ColorSpace get(android.graphics.ColorSpace$Named)>"
"<java.util.Arrays: void sort(double[],int,int)>","<java.util.Arrays: void sort(double[],int,int)>"
"<android.view.View: java.lang.CharSequence getAccessibilityClassName()>","<android.view.View: java.lang.CharSequence getAccessibilityClassName()>"
"<android.view.animation.Animation: void reset()>","<android.view.animation.Animation: void reset()>"
"<android.widget.TextView: void onAttachedToWindow()>","<android.widget.TextView: void onAttachedToWindow()>"
"<android.view.Window: android.transition.Transition getSharedElementExitTransition()>","<android.view.Window: android.transition.Transition getSharedElementExitTransition()>"
"<android.widget.TextView: boolean onPreDraw()>","<android.widget.TextView: boolean onPreDraw()>"
"<android.view.Display: int getState()>","<android.view.Display: int getState()>"
"<android.content.Intent: android.content.pm.ActivityInfo resolveActivityInfo(android.content.pm.PackageManager,int)>","<android.content.Intent: android.content.pm.ActivityInfo resolveActivityInfo(android.content.pm.PackageManager,int)>"
"<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>","<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>"
"<java.time.Period: java.time.Period parse(java.lang.CharSequence)>","<java.time.Period: java.time.Period parse(java.lang.CharSequence)>"
"<java.lang.Byte: int intValue()>","<java.lang.Byte: int intValue()>"
"<android.widget.AbsListView: int getCheckedItemCount()>","<android.widget.AbsListView: int getCheckedItemCount()>"
"<android.app.Notification$Builder: android.app.Notification$Style getStyle()>","<android.app.Notification$Builder: android.app.Notification$Style getStyle()>"
"<android.media.MediaPlayer: void setDataSource(android.content.Context,android.net.Uri)>","<android.media.MediaPlayer: void setDataSource(android.content.Context,android.net.Uri)>"
"<android.os.Debug$MemoryInfo: int describeContents()>","<android.os.Debug$MemoryInfo: int describeContents()>"
"<android.widget.AbsListView: void onRtlPropertiesChanged(int)>","<android.widget.AbsListView: void onRtlPropertiesChanged(int)>"
"<android.view.Window: void setFeatureInt(int,int)>","<android.view.Window: void setFeatureInt(int,int)>"
"<java.lang.Long: int bitCount(long)>","<java.lang.Long: int bitCount(long)>"
"<android.app.Notification$Builder: android.app.Notification$Builder addExtras(android.os.Bundle)>","<android.app.Notification$Builder: android.app.Notification$Builder addExtras(android.os.Bundle)>"
"<org.xml.sax.SAXException: void <init>(java.lang.String)>","<org.xml.sax.SAXException: void <init>(java.lang.String)>"
"<android.graphics.Paint: android.graphics.Paint$Align getTextAlign()>","<android.graphics.Paint: android.graphics.Paint$Align getTextAlign()>"
"<org.xml.sax.SAXException: void <init>(java.lang.Exception)>","<org.xml.sax.SAXException: void <init>(java.lang.Exception)>"
"<android.view.AbsSavedState: void <init>(android.os.Parcel,java.lang.ClassLoader)>","<android.view.AbsSavedState: void <init>(android.os.Parcel,java.lang.ClassLoader)>"
"<android.os.CancellationSignal: void <init>()>","<android.os.CancellationSignal: void <init>()>"
"<android.view.View: void buildDrawingCache(boolean)>","<android.view.View: void buildDrawingCache(boolean)>"
"<java.util.HashMap: int size()>","<java.util.HashMap: int size()>"
"<android.view.View: int getScrollIndicators()>","<android.view.View: int getScrollIndicators()>"
"<android.view.WindowId: void <init>()>","<android.view.WindowId: void <init>()>"
"<java.io.BufferedReader: boolean markSupported()>","<java.io.BufferedReader: boolean markSupported()>"
